,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
320,kharchi Barça,http://www.youtube.com/channel/UComxQlsdU3Uv4n-6m7vUj3A,ماشي متربية,0,2020-10-19T08:21:22Z,p
321,Asmer Samara,http://www.youtube.com/channel/UCyAdXv9V5Gto5GvDRbddMEQ,تعيفي امجبها,0,2020-10-19T07:49:47Z,p
322,attar nesrine,http://www.youtube.com/channel/UCc_4kWlZyTicECxsLrLaTZA,انا نقولك سبيتي باباك معاهم نحي علامة الصليب لي راكي ديرتها تفو عليك,1,2020-10-19T07:33:00Z,p
323,tifouti karim,http://www.youtube.com/channel/UC6sGER-EWdL8DsdQYO1VhLA,طاحت بيك,0,2020-10-19T07:04:23Z,p
324,دموع الورد,http://www.youtube.com/channel/UCfH_ZakHyfx4Q-vlE1EX3Gg,اسكتي,0,2020-10-19T02:51:56Z,p
325,Miral Kouki,http://www.youtube.com/channel/UCZcgSF5U5gwZRj3wphV6NxA,التعليقات السلبية كامل من عند الرجال قاستهم في الصميم وحكات على الهوية المفضلة الحيوانية تع بعض الرجال هذه هي الحقيقة وعلاه نكذبوا على رواحنا المشكل ماهوش في المراة لراهي تفتن حتى الاطفال واغتصبوهم المشكل راهو في العقليات والضمير كاين فية قليلة كون يحطولو مرا عريانة قودامو يروح ويخاليها للاسف الا من رحمة ربي,0,2020-10-19T02:02:15Z,p
326,Abdou Abdou,http://www.youtube.com/channel/UCXe9p8iT9NlNyNHbI_2LOQQ,بنت الحركي الله غالب,0,2020-10-19T01:26:31Z,p
327,#BAC*__ __*2021#,http://www.youtube.com/channel/UCbbcxL3bCk7OYvkvKsR-0-Q,روحي ترنكي روحي حفضتي زوز كلمات فرونسي خريتي تححتك حاشة السامعين نزيدلك,0,2020-10-19T01:26:08Z,p
328,Raouf Ayadi,http://www.youtube.com/channel/UCt3QG1wjocIDkWFiTsM8lGQ,علبالك انا راني نشوف فيك خرية لابسة القش,0,2020-10-19T01:25:05Z,p
329,Nyawi Redwane,http://www.youtube.com/channel/UC5bzmN3zaPec6oxIPxwF-Zg,وجه الطوطة,0,2020-10-19T01:17:30Z,p
330,Barbara Tayeb,http://www.youtube.com/channel/UCgeYI9N-BmKuLAMTpb8VpHA,روحي ترباي غي نتي ولد بلادي ونديه فحل واش دخلك اكبر د د,0,2020-10-19T00:58:48Z,p
331,Khaled Chaouche,http://www.youtube.com/channel/UC-CL1-2RkoQV3wRAD-DPVRw,بيني جبهتك نشوفو شاراكي مخبية,0,2020-10-19T00:48:32Z,p
332,Khaled Chaouche,http://www.youtube.com/channel/UC-CL1-2RkoQV3wRAD-DPVRw,يا وحد الفايحة,0,2020-10-19T00:47:11Z,p
333,hsin lix,http://www.youtube.com/channel/UCvfAoRQZfUCy3VZK45FCKUA,يا مونيا روحي اغسلي وجك بسبون ولتما نهدروا,0,2020-10-19T00:46:02Z,p
334,sam sami,http://www.youtube.com/channel/UCUDLV4E2Ni5FiyW31FXtXcw,ياخي قديمه ياخي,0,2020-10-19T00:36:24Z,p
335,Tï Xø dã Sïlvã,http://www.youtube.com/channel/UCRcLEsLXbwSkZuQ7CEc2N6Q,والله غير تكذب وتكذب قالك ريوڨ,0,2020-10-19T00:18:11Z,p
336,Fatah fatchi,http://www.youtube.com/channel/UCCEAHLsOC24SLd3HnOwPl-A,يا مونيا نتوما فايحا لوكان الملقيتش لي يحلبك متهدريش علا رجال لوكان جيتي بنت فاميليا لوكان لبستي الجلباب مشي لبصا مزيرا لبروف كيفاش ولتي موماتلا لوكان مشي لحم ديالك منعرفوكش كاع,0,2020-10-19T00:02:54Z,p
337,Nofil Akacha,http://www.youtube.com/channel/UCp9sal0T-pbOcXA7wixtuww,نتي تلحقي شعب,0,2020-10-18T23:45:02Z,p
338,Nofil Akacha,http://www.youtube.com/channel/UCp9sal0T-pbOcXA7wixtuww,روحي نحي مكياج,0,2020-10-18T23:44:02Z,p
339,sara sara,http://www.youtube.com/channel/UCjh8VWqd_Ztj5a-X49ZYfVg,الخرا كون جا بنادم,0,2020-10-18T23:39:06Z,p
340,Nessrine Nessrine,http://www.youtube.com/channel/UCmkAuFw-2g-eFr-Pf9IdFiA,روحي روحي روحي يشفو مهبول كيم نتي روحي سبيطار تع لمهبل,0,2020-10-18T23:38:57Z,p
341,Ahmed Traka,http://www.youtube.com/channel/UCE8xgOBAXFRR6O5w2wkvNHw,شوفي نقلك كلمة روحي حكيها بعيد,0,2020-10-18T23:35:58Z,p
342,Guezgouz Mohamed ali,http://www.youtube.com/channel/UCETLup9BLGasd_rAtxAZOIQ,ياخي باشعة ياخي,0,2020-10-18T23:32:54Z,p
343,Madjid Elbaghi,http://www.youtube.com/channel/UCYeNarYe7lWA-5CkL0h-2tA,ختي العزيزة نتي ما تلحقيش زوجتي حتى في طرف صبع نتاعها روحي الله يهديك ولا يديك,0,2020-10-18T23:25:17Z,p
344,Kadi 23,http://www.youtube.com/channel/UCqemiuPKoe8rp3ze2caaYqQ,شكون ها الخامجة هذي مانعرفهاش,0,2020-10-18T23:23:29Z,p
345,Wâwâ Dz,http://www.youtube.com/channel/UCZF6d45kfUWzZ5p1gQtIxHw,شكون شاف معاك نتي روحي استري روحك برك واحد ما يسمع بيك,0,2020-10-18T23:22:42Z,p
346,Abed el nour Chougrani,http://www.youtube.com/channel/UC5N_MD5JgGevdB-A3VR5kZw,هذي كرطون ومايعرفهاش,0,2020-10-20T07:32:03Z,p
347,Chips Mahboule,http://www.youtube.com/channel/UCwAV9qjLposVuWRd8HThWZw,بالاك هي معرفتش تعبر خاصة كي قالت حيوانات بصح كاينين عباد هك ياخوتي منكدبوش على بعضانا مولات الجلباب كي عادت تلبس النواظر والحداء الرياضي شغلو بيها ويقولو ياما تحت السواهي دواهي كاينين بنات ماشي محجبات ويلبسو مستور اكتر من المحجبات انا كنت واحدة منهم قبل مانتحجب بصح المجتمع نتاعنا مع تهدر لمرا يقولولها روحي استري روحك قبل مايفهمو الموضوع وربي يهدينا كامل يارب,0,2020-10-18T23:15:25Z,p
348,cherif steinar,http://www.youtube.com/channel/UCXMX1T5eyDfhtds5K3Lzt8Q,هاذي خامجة ولا تمثل بنات الجزايري في اي قول من اقوالها هاذي تسب وتشتم في الرجال خاطر مش مربية على يد راجل نورمالمون قبل ماتهدر في الرجال وتعمم تتفكر باباها وعمامها وخوالها تتخمم على اولاد وبنات الرجال ورد فعلهم على اقوالها التي لا ينطق بها الا شخص لا يفقه للرجولة شيء هاذي عيب وعار على اي قناة تخليها تظهر على الشاشة تاعها وعيب وعار على كل شخص يتابعها سواء في القنوات التلفزيونية او مواقع التواصل الاجتماعي لانها شخصية فاشلة بكل المعايير,0,2020-10-18T23:14:24Z,p
349,Nouh Bounegab,http://www.youtube.com/channel/UC2KWwwUQpM4SPZYdK73_kbA,اصبحتي مهزلة وعار على نفسك وجعلتي كل الشعب الجزايري يكرهك ورايح تكوني مجرد اضحوكة للشعب الجزايري تفو,0,2020-10-18T23:10:52Z,p
350,Zino Addine,http://www.youtube.com/channel/UCWrbSjlJiIh4CPUBXXze7sA,ان الله لا يحب كل مختال فخور تفوه ما تجمعش,0,2020-10-18T23:05:12Z,p
351,Mess Djamhouria,http://www.youtube.com/channel/UCYk1ZNJo5HR6q6sgERF5sEA,هاذو هوما اولاد الحرام ماعندهاش الرجال الي يحكمو فيها عيدارية,0,2020-10-18T23:03:53Z,p
352,Youesf Neggaz,http://www.youtube.com/channel/UCQjGes2htbq0b6hKhZlBPJw,مغرورة زواخة,0,2020-10-18T23:02:41Z,p
353,Nina Mimi,http://www.youtube.com/channel/UCJp4AMMzFTr4f1XvWspB1pQ,انقرضو يالزح,0,2020-10-18T22:59:26Z,p
354,Ben aissa B,http://www.youtube.com/channel/UC8UQNz_hLfFPgt7i9lysadw,الله ابهدلها,1,2020-10-18T22:57:23Z,p
355,wahren l bahia,http://www.youtube.com/channel/UCM73sodpLSUp3yRJlDnIDXg,زيزتك غسلتيها ولا مزال,0,2020-10-18T22:56:48Z,p
356,عادل جنان,http://www.youtube.com/channel/UCznzzpHnEhRQ6aNYzCTVcMg,واش مانيكوش,0,2020-10-18T22:55:56Z,p
357,Samir Laraba,http://www.youtube.com/channel/UCOR5bo0zXGq4FnP9VrInezA,يهودية,0,2020-10-18T22:55:38Z,p
358,Nas Ira,http://www.youtube.com/channel/UCDWyQ0n8L1MkOiIXkvQELEw,هي صراحه المراه لازم تستر روحا باه الرجال مايبقاوش يخزروا في النساء ربي سبحانو كي امر بالحجاب اي باينة علاه اي حاجه يامر بيها ربي عندها معنى ودور كبير في حياتنا اصلا لمرا هي راس الفتنه في كلش مانيش قاعده نطيح في النساء مام انا مرا مي لازم نطبقو واش امرنا ربي سبحانو الدنيا فانية وكان عليك يامونيا اولا روحي استري روحك ونحي هداك لمكياج واستري شعرك ربي امر بستر المراه سعات نحير انا انسان تلقايه واعي قراي او واصل وهو في الدين زيرو واش من فايدة هكا اصلا نتي ممثلة والتمثيل حرام دونك مابقاتش هدرة راجعي روحك اولا,0,2020-10-18T22:54:30Z,p
359,anass arines,http://www.youtube.com/channel/UCydq0wjzi5vGdR_juzVpDlA,ليكان جات لمرا ساطرة روحها كيما قال ربي والله الدزيريين رجلة والله ميخزر فيها بعين زايدة كان طيح عينها في عينو هو لي يهبط عينو وديري في بالك كي يشوفو فيك ماشي يقولو شابة يقولو كان جات عندي ختي كيما هذي نرمي روحي من فوق القنطرة,0,2020-10-18T22:49:26Z,p
360,Bachir Antik,http://www.youtube.com/channel/UC2bkEtZddCIDuZVOOjK4aPQ,روحي تعلمي العربية زين ومن بعد اهدري حلاجة,1,2020-10-18T22:39:08Z,p
361,Nasser Falless,http://www.youtube.com/channel/UCk4jq1pE3PJNDbQnPvLdaSw,روحي تلعبي بعيد خامجة مسخة,0,2020-10-18T22:38:14Z,p
362,Choucha Ismail,http://www.youtube.com/channel/UCCP195RG4ZdejEWFwM_zdJQ,جبهتك قد مستغانم,1,2020-10-18T22:37:11Z,p
363,Hanan Hano,http://www.youtube.com/channel/UCOm1Lvr6QMFeUV-Hr6VoejQ,السكوت عن الاحمق جوابه,0,2020-10-18T22:36:51Z,p
364,Selma Adjissi,http://www.youtube.com/channel/UCqycbuVU4u1xe3n5W2hHIbw,اسرتي روحك يا العريانة نحي ذاك المكياج يا عرة النساء متقدريش تمثلي المراة الجزايرية يا فاسقة راجعي حساباتك مع روحك تفكيري ربي صبحانو واش قال ايتها المتبرجة بهدلتونا صح بهدلتو الامة الاسلامية ربي يطيلكم رعدة تنقيكم,0,2020-10-18T22:35:48Z,p
365,hocine laarid,http://www.youtube.com/channel/UC3_u-TWsLsDXBrRVO005xLg,قليلة الحياء,0,2020-10-18T22:33:55Z,p
366,Chaker Nouicer,http://www.youtube.com/channel/UCcPu4CT-JA5EWz5XIQMn3Uw,الحيوان اونبيرسون راه يهدر,0,2020-10-18T22:31:55Z,p
367,Hameza Hamza,http://www.youtube.com/channel/UCzv_4WHzsNg2DEREx_4RHiQ,انت عبارة عن بيتش,0,2020-10-18T22:21:20Z,p
368,abdo rida,http://www.youtube.com/channel/UCmwfFaUpiNIImdpEBSISFiA,اسمعي نقلك كلمة وحدة انت فرنسية ولى عربية الفيديو كرهتو بيك تقدريش تهدري عربية لوكان تنطقيش لغة يماك فرنسا مانيش عارف منين تترطقي ساهلة ماهلة اذا عقلية الشباب هكذا روحي البسي استري روحك اذا قدرتيش تستري روحك على الاقل ما تجيش خطرة اخرى تلومي لي لابسة الحجاب بلي معقدة كذا هنا تعرف بلي عندها ديفو في القناعات المباديء لانها متناقضة مام نتي في اشياء اكثر فضاعة من حال الشباب الذين هدرتي فيهم اثبتي برك على موقف واحد مش كل مرة تطلعي براي نعرفكم مليح غير اري,0,2020-10-18T22:16:42Z,p
369,Saïd f saidnite,http://www.youtube.com/channel/UCJ6EdZCl5xWFMdrbj-tJLQw,جابلى ربي نتى لريوقك راهوم ايسيلو مشى نتحداك تخرجى بلا عشر كيلو مكياج يا خى بيدون زبل ماشى متربيا,0,2020-10-18T22:15:32Z,p
370,Jou Ry,http://www.youtube.com/channel/UC4c8cTWCd0Rz1f6O0n89EZQ,ماكيش متربية تهدري على الرجالة نتاوعنا الشعب الدزيري شهم وعندنا رجالة وحد الخامجة تفو,0,2020-10-18T22:07:09Z,p
371,krimo krimo,http://www.youtube.com/channel/UC7HWdYwf4p-5rPvPCTBY_dA,تعي,0,2020-10-18T21:50:50Z,p
372,DABAR YT,http://www.youtube.com/channel/UCRJN2QnaKkx50P7vBc8zrAA,ديتها في قاعك,0,2020-10-18T21:50:30Z,p
373,محمد بوعطار,http://www.youtube.com/channel/UCapj1somKkb-dwKB3MwuxTQ,هذه يهودية,0,2020-10-18T21:48:13Z,p
374,Racha Ben,http://www.youtube.com/channel/UC_qfdLCPmU1agaBuw4SPkDw,يودي روحي اتربي نتي اومبعد ربي ناس,0,2020-10-18T21:47:23Z,p
375,Safa safa,http://www.youtube.com/channel/UCtVgYziMJXsFcD2sxrJ81fw,وين كاين خنز يكتر دبان وسلام عليكم,0,2020-10-18T21:47:02Z,p
376,tovi9 tovi9,http://www.youtube.com/channel/UCuHgK3c06SJ1VVXB6OL15rA,كلبي حسبي الله ونعما وكيل فيك خامج راس داب,0,2020-10-18T21:41:05Z,p
377,Bilal Ghali,http://www.youtube.com/channel/UCJSH8l2fd9MhwPgzN9XYCZQ,لوكان جيتي متربي كونراكي سترا روحاك روحي تزوجي بيهودي يدخلك دينها لا اليه الا الله,0,2020-10-18T21:35:56Z,p
378,Sofi Sofiislam,http://www.youtube.com/channel/UCGSzh6O3jEO5Ex1TWEGD7Pw,انا ه ذا وين عرفتك وكي عرفتك عرفتك خرى خرو خري,0,2020-10-18T21:35:05Z,p
379,Alilou Hacini,http://www.youtube.com/channel/UCo6uwbn-2ljJVnaVKJ2H1rw,صحا معليش روحي نحي ماكياج نتقابلو راجل في راجل وراس ميمتي غير تخلعينا قبل ما تهدري باينة الحقيقة طلعولك علامك الحلابين لي عمرهم لا شافو ارواحي نتقابلو راجل في راجل كي تنحي الماكياج ديري الكوراج اهدري الهدرة هاذي,0,2020-10-18T21:31:15Z,p
380,fifi focha,http://www.youtube.com/channel/UCr5BGlx91WzhOLIKMSpy4AQ,بسكري تضلو تحكلو على لبنات وتحلبو فلفايس وهنا تلعبوها ياخي منافقين ياخي فمك نت بلعه ومتكلمنيش انا ماقيمتكش,1,2020-10-23T18:29:58Z,p
381,LUPI HOBI,http://www.youtube.com/channel/UC33JAmNf4nlLvLj8ugDHgeg,شبيها شكون هاذي لمخلوقة,0,2020-10-18T21:23:28Z,p
382,mustapha boufady,http://www.youtube.com/channel/UCbb2EAvuzAcUSu8SO0vGaKA,روحى ابداي من جديد انتى زيرو,0,2020-10-18T21:18:51Z,p
383,abdou driller,http://www.youtube.com/channel/UCC5mjgptB9U3VfkP6SzHbTA,فاجره,0,2020-10-18T21:13:08Z,p
384,Abdou DZ,http://www.youtube.com/channel/UCLVtjy43ZEFMSr7muJZMHNw,ياودي روحي تلعبي على روحك حنا رجال ونبقاو رجال نتي ماتمثليش المراة الشريفة النظيفة المثقفة نتي مستوى منخفض,16,2020-10-18T21:09:09Z,p
385,Minicha la,http://www.youtube.com/channel/UCp7VGPq-NW74nr4noGhxxaQ,ماما عجوزة وحاجة بيت ربي ويتبلاوها كاين فية وحق ربي غير صح عايشين كيما الحيوانات سوا نسا ولا رجال وحاشا ولاد وبنات الاصل,1,2020-10-18T21:03:53Z,p
386,abdelhakem hassan,http://www.youtube.com/channel/UCUJnuwFAiLaZPTGEwm5Sj4g,ياودي كي تحيضي تولي تفوحي قسما بالله تعري روحك ما تغريني تفو عليك,0,2020-10-18T21:01:57Z,p
387,Yakoub Hasnaoui,http://www.youtube.com/channel/UCCZKwHMGilWbzTkxg1ohudA,روحي سقسي على ولديك مليح نصيح من شاب جزايري اب عن جد,1,2020-10-18T20:59:41Z,p
388,Sofiene Mahi,http://www.youtube.com/channel/UCVH2ffWLNZfKJl1O4NO6IKA,عيب عليكم تعايىو وتضحكو عل خلقت ربي معندها ما قالت حتى طحو عليها هكذ عندها الحق رجال كامل كلاب حقيقة وقصاص باش نطبقوه لازم حنا نسترو روحنا ورجال تغمض شوية عينها وربي يهدينا,0,2020-10-18T20:54:34Z,p
389,Errtt Frrrttt,http://www.youtube.com/channel/UClQ5seWtPuKxmqyUVeWZwLw,كي نعود رايح نعارك نعيطلك تجي تعاركي معايا غي بالدمغين ريقت على جبيهتك اماما علابالك والحاجه لي حيرتني تاني ديما ليماش تاعك هابطين باه مايربقوش على جبهتك,0,2020-10-18T20:15:41Z,p
390,Kamel Mca,http://www.youtube.com/channel/UCyL6hEnULhXiyWzT-LHMqrA,شكون هدي الكفية منين خرجت مقبل متخورجي من دركم شفتي روحك كفه ديرا عندك رسك وجبهتك خرجة تقل بلكون فوق عنيك برشوك تاع سيارة ريتمو تاع بكري بينا هدا الحشرات رهي خلعتها دنيا شبعة جديدة 2020 قلك الناس الزمن متخفش من البحر كي يتهول عليك خف من كافي كي يتحلب عليك ونزدلك وحدا يمخلوعة ان كي نشوفك نتقيا عليك حاش خلق الله انتي لحقتي روحك اسمعي مليح يازير يا العاصمة سومتك اشحال اعضيمة فسدوك لملهم قيمة هدي تكفيك جوا يحمارة بدون مستوى ولا تقافة راسك تحت بزف تحياتي لكل الشعب الجزايري الاصيل والحرا من لحدود الى الحدود والله يرحم الشهداء لمتو علي هدا لبلاد باش اجي وحدا منجوسة مسودة اسعد تسب الجزايرين الابطال لعنة الله عليكي يخمجة,0,2020-10-18T20:08:23Z,p
391,Anouar Salemi,http://www.youtube.com/channel/UCV_jcfpEETMMwlan4KpzBLw,تشبهي لجرانة ياوحدة فايحة,0,2020-10-18T20:06:50Z,p
392,ايمان محمد سراج الدين,http://www.youtube.com/channel/UCOIzg8QzQK7QBsMJhgs4EaA,على خاطر الكاسيات العاريات لي زيك ياوحد الخامجة يشوفو فيهم الرجالة طرف لحم وكتاه طلعتي وليتي تشركي على فمك استري روحك ومباعد حلي فمك على سيادك,0,2020-10-18T20:03:54Z,p
393,kora on lain,http://www.youtube.com/channel/UClrOHH6041InB-3Fozp97LA,روحي لماكياج ختي تشبهي المعزة,0,2020-10-18T20:01:46Z,p
394,Oum cerine,http://www.youtube.com/channel/UCc6ECsLZv59fnz8PRGfU-pA,ولو ان كل كلب عوى القمته حجرا لعز الصخر مثقالا بدينار,0,2020-10-18T19:58:26Z,p
395,gitarni Toufik,http://www.youtube.com/channel/UC7yPxmEVJNXy2RbAkNFpN0Q,وجه تمساح,0,2020-10-18T19:58:01Z,p
396,Rimas Yahia,http://www.youtube.com/channel/UCQqhYIo8Xc8mP3rPZPmBOag,وقعتي ما حدا سما عليك يا جاهلة انت تهدري على جزايري يمسح بيك الارض,0,2020-10-18T19:52:18Z,p
397,zino zin,http://www.youtube.com/channel/UCoD14k0HWrQ7MjxAiPM_wVA,حبيت نعرف برك راهي مخلوعا بروحها ولا تخلاع فناس واش عندك نت كشما زين شحال راكي خسرا علا وجهك وشعرك ربي يهديك والله جبلي ربي تروحي داوى عندك هستيريا نتع لجمال روحي شوفي فلمريا وقوليلها مراتي مراتي من هي لاجمل وتشوفي كيفاش تتطرطق فيك ربي يهديك,0,2020-10-18T19:49:09Z,p
398,Salim Bekkar,http://www.youtube.com/channel/UCcP7zyasc-BXfIz0eQ3J20w,حبة خرى,0,2020-10-20T22:36:00Z,p
399,Hadj Hadj,http://www.youtube.com/channel/UCk0vTd5rKBdVWs1p6w-9Fxg,كي دايرة تفو,0,2020-10-18T19:33:52Z,p
400,Hana la belle,http://www.youtube.com/channel/UCrpgVG-cjoy4CTFRdiv06hw,هزي جمتك برك براكات,0,2020-10-18T19:28:21Z,p
401,Abdou Pingo,http://www.youtube.com/channel/UCYanv2cs26ktppZ2u2Rp__A,ه شكون هاذي قلت والله غير ندخل نشوف هاذي البنت لي يحكو عليها ساعة سمحولي لقيتها شادي عندو شعر طويل,0,2020-10-18T19:18:45Z,p
402,Ali Khaloufi,http://www.youtube.com/channel/UCcsXgnV9Klx_wcdPSuJAWPg,مونية بن فغلول روحي غسلي هذاك مكياج ورواحي هدري على مباشر,0,2020-10-18T19:18:29Z,p
403,Jeloul Aek,http://www.youtube.com/channel/UCWz_mp-h2xT-XqEMuIkk9Mg,ربي يهديك مكانش لي يسمع بيك روحي صلي دعي ربي اعقايب واعرا,0,2020-10-18T18:56:08Z,p
404,M M,http://www.youtube.com/channel/UCqMaot1us37IdBqLo82-cwg,روحي ربي يهديك الله يكثر خير المكياج,0,2020-10-18T18:52:24Z,p
405,يسمينة الياسمين,http://www.youtube.com/channel/UC8iMeNkk_iZ5UVhANswOSVA,طوموبيلاتي مخلوعة باين واحد معبرك صعيب الحال المونك صعيب واش كي تهدري بالفرنسي زعما راكي حاجة كبيرة نحي الالوان لي فوجهك هزي زربية لي على وجهك تبان جبهتك قد ملعب خمسة جويلية شكون تقدر تهدر على رجال الجزاير ولاد بلادي يهبلو تربية فحولا ولاد فاميلة صعيبة عليك جزايري خليك في طوميبلاتك طوموبيل فومي نتاع صحبتك ياخاه بهدلتي بروح يعطيك الذل بصاح ذل راكي فيه باباك جزايري خوك جزايري اذا تتزوجي اذا تزوجوك الجزايريين راه جزايري ملا غير شوفيلك واحد من لافخنس خير التعميم راهي لغة الاغبياء,0,2020-10-18T18:44:15Z,p
406,Mohamed Amchani,http://www.youtube.com/channel/UCvFKW_y96jEKwbbiEy8ONBg,شكون هادي اقسم بالله مانعرفها ديجا بف طلع النيفو هادي بعوضة كل منقوص منحوس,0,2020-10-18T18:27:25Z,p
407,Mus Tafa,http://www.youtube.com/channel/UCT7ygDDHGOg5PF4Q1W-S4JA,حشا بنات فاميلا حاشا لفحلات بنات كيما نتي لحمكم رجع رخيص فل مرشي على لكورجات تحيا الشبيبة تاعنا الرجالة النيف التربية وين روحو راصنا مرفوع,0,2020-10-18T18:10:36Z,p
408,zahia Ben,http://www.youtube.com/channel/UCuTA1vhj01sV3LaVgJfl4hg,واعلاش مخبية جبهتك الزينة,0,2020-10-18T17:45:48Z,p
409,Salim Malha,http://www.youtube.com/channel/UCbUuILr1x2s6PnMpZ-BxMRA,روحي استري روحك ومنبعد احكي على الرجال طابلة ماكياج في وجهك,0,2020-10-18T17:29:23Z,p
410,يوسف سفاح,http://www.youtube.com/channel/UC_UCVHFzKMA8OjyDf79Edcw,روحي نحي عشرة كيلو مكياج لي راها في وجهك وخرجي برا,0,2020-10-18T16:41:50Z,p
411,Touta Malak,http://www.youtube.com/channel/UCYrvTRCLnmqQvs5w0Fy7_EQ,روحي اغسلي فمك الف مرة روحي اهدري على شباب الجزاير انا انسانة شابة متحجاب الحمد الله الفضل من الله ومزال ما شفتا واحد سلو رقوها عليا نتي ماعندك لا زين لا الاطاي وجاي تقولي شباب الجزاير ريوقها يسلو عليك حشمتينا عيب عليك نصيحة من لك اتذري من راجال بسكو نتا ما تربيتش بنا راجال,0,2020-10-18T16:17:54Z,p
412,ارام 1009,http://www.youtube.com/channel/UC8DggeMECsfUzuw20s6jvFg,روحي توبي واستغفري ربك مدخلك في في الناس,1,2020-10-18T16:16:05Z,p
413,Linda Benbrahim,http://www.youtube.com/channel/UCn8uoFLMyeJmU3eM1GCzR1A,روحي غسلي وجهك تبانيلي مليح,0,2020-10-18T16:05:54Z,p
414,وردة الرمال,http://www.youtube.com/channel/UCO5GjLfRGmJNi-fbBHt--Xw,ماعليش يامات وتنساوها بصح مونيا قرعتيها ما تعرفيش تهدري الثقافة زيرو ما فهمتش قناة الشروق علاش خدماتك نتي واميرة الي حياتها الشخصية في اليوتيوب دييري بزاف المامياج حتى وجهك ما يبانش بالاك نتي وما تعرفيش روحك في المراية نقصي هاذاك المامياج اللبنانيات وما راهمش كيما نتي وواش دخلك في الراجل الي يخزر في النسا,0,2020-10-18T15:52:59Z,p
415,allouani kadiro,http://www.youtube.com/channel/UCxyoFxGHor-gU-t3T5WgBdQ,روحي غطي راسك راكي عجوز,0,2020-10-18T15:52:08Z,p
416,Rgjgf Dgbhjk,http://www.youtube.com/channel/UCdyillhBXFFUxi3mV27bvjw,نستعرف بها قالت الحقيقة نعم عندنا شباب حلاب,0,2020-10-18T14:56:00Z,p
417,Sife Ddine,http://www.youtube.com/channel/UCcGcJNtNe5EHKn2djlGezlg,اعق كفاش دايرة تقيي,0,2020-10-18T14:22:49Z,p
418,Eldjazairia Hora,http://www.youtube.com/channel/UCv9ke58LfFnS2NwkFd5pE5w,يقال فاقد الشي لا يعطيه لو كان جيتي مربية كون وزنتي كلامك هذا الشباب راهم سيادك ولاد سيادك وهذا الشباب راه فيهم خوك وليد خوك وليد اختك روحي اصتري روحك هذا الكلام راح تتحاسبي عليه روحي واش نقلك الله يهديك ويصلح حالك,0,2020-10-18T14:20:07Z,p
419,Selsabil Zed,http://www.youtube.com/channel/UCCMPFKdH0Of6b5Gg7J9pL8g,ياك زعما نتي تعرفي دين وربي روحك مراكيش ساترتها لي يشوفك يسمي منك والله ونتي راجل في داركم ملقيتيهش باه يحكم فيك وجاية تهدري وتعمي ثاني هاديك نتي لي يشوفو فيك طرف لحم ومحاسبة روحك حاجة وممثلة وشمن تمثيل وفن هذا راه عفن وكي يشوفوك ناس هكذاك برا عريانة والله ربي غير يسمي منك يجيب بيك حسنات رجال لي تهدري عليهم كون لقيتيهم في داركم متهدريش سبحان الله وجهك وش صحيح قاتلو ريووق بسكو نتي مخلوعة من روحك وناس تالمو يشوف في دراهم غير سترة كي يشوف عيباد برا كيفك جيه بيزار يالفاهمة,0,2020-10-18T14:20:01Z,p
420,Rahat El bal,http://www.youtube.com/channel/UCDOi7J_wgI8VpOXp4dOiCJA,ولگن كل ماقالته مونيا حقيقة وهي ليست غريبة عن المجتمع تعي ماتقول وهذا الواقع الذي نعيشه كفانا نفاقا ياو تسقمو حتا الواحد كره العيشة معاكم استريح منكم الا عندما اذهب الى النوم,61,2020-10-18T13:43:41Z,p
421,moundir sayah,http://www.youtube.com/channel/UCCVvUTQMmmVBw7-8A0hiDDQ,روحي استري روحك بالحجاب قبل ومن بعد ارواحي تهدري على سيادك,0,2020-10-18T13:28:16Z,p
422,Morad Bensahnoune,http://www.youtube.com/channel/UCiXiHB4DB8EH6m6UZCoNh7A,القصاص يطبق عليك وعلى امثالك باه تتسڨم البلاد ياوحد البقة وجه البق نتيا مكيش مرا نتيا خمسة كيلو ماكياج,0,2020-10-18T13:26:12Z,p
423,mimi yankee,http://www.youtube.com/channel/UCaRaFkSSgeTUEmhENZJPIpQ,مسكينة مخلوعة من نفسها حطي في روحها هاي انتي والو تحت الصفر كي تفني عمرك فالتمثيل خمسين سنة علي الاقل وتدي جوايز نوبل اهدري كيما حبيتي باينة عقلك عقل عصفور لالوام عليك المثل اقول ماتخافش من لبحر او موجاتو خا الجبري وخرجاتو باينة بلي كنت تاكلي الخبز والماء كي تلعت بيك شوية حوالو عنيك,0,2020-10-18T13:08:04Z,p
424,FAT IMA,http://www.youtube.com/channel/UCThSvZ_Kqg2AF4nADQxj77A,شوفي كيدايرة ڨاع مشي شابة مشي مربية,0,2020-10-18T13:03:46Z,p
425,Jeusef Dz,http://www.youtube.com/channel/UCaLOqu4x4gtSzOO9fVQfwtA,انا والله اول خطرة نسمع باسم هذ الشخصية وعلى واش قالت هي كون جات متربية تحشم متهدرش هاك ولي متربي متربي راجل ولا مرا المراة ما تفتن الراجل والراجل ما يدناش للمرا,0,2020-10-18T13:02:44Z,p
