,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect
2389,btr sousoi,http://www.youtube.com/channel/UC8OD0J_TTPtBGQ645VheAoQ,مونية مش قصدها عل الرجال كامل حرام تهجمو عليها كامل هكا,0,2020-10-21T23:29:01Z,n,
2390,Abdelkader rami,http://www.youtube.com/channel/UCVkFeE0qZnEAkQpdxdDofvw,الله جامي شفتك في لاتيلي مانعرفكش غير من واحد الفيديو في اليوتيوب يعيي الله ما كنت نعرف وش ديري الموسف شفت كاتبين تمثلي ديري في بالك انا نتفرج على المراة الجزايرية المحترمة المحتشمة فقط بس واذا نحب نشوف المتبرجات ندير نتفرج في الاوروبيات الجميلات,0,2020-10-21T23:28:47Z,n,
2391,benkouider rachid,http://www.youtube.com/channel/UCR7jdBA18jv_2HWv5FjO1xQ,هي ماغلطتش في واش هدرة فقط طريقة كلامها كانت استفزازية,0,2020-10-21T23:25:01Z,n,
2392,Soussa Mca,http://www.youtube.com/channel/UCZqv4kdEFb1s2MXnDqiGieg,لي يلقا دار خير من دارهم يدعي على دارو بالخلا اللي ما عجباتوش الجزاير بشبابها شيابها يروح يهنينا,0,2020-10-21T23:08:34Z,n,
2393,Abdou Abdou,http://www.youtube.com/channel/UCMCKIzZqSoAw3K8_g4wfUEw,دير كلو مكيج,0,2020-10-21T23:07:57Z,p,
2394,Abdou Abdou,http://www.youtube.com/channel/UCMCKIzZqSoAw3K8_g4wfUEw,يشويدي,0,2020-10-21T23:06:06Z,p,
2395,Soussa Mca,http://www.youtube.com/channel/UCZqv4kdEFb1s2MXnDqiGieg,تحيا الشباب الجزايري لي عطا اروع مثال في الازمات كل الازمات اولها الحراك لي غيروا بيه مصير الجزاير خلصها من العصابة اخرها كورونا لي هب فيها كل شبابنا للمساعدة اذا ماشي بجيبو بذراعوا,0,2020-10-21T23:03:05Z,n,
2396,nahd smail,http://www.youtube.com/channel/UC9-juUOvB0J95H45faMJxuQ,عندها الحق وش قالت,0,2020-10-21T22:58:21Z,n,
2397,Nada Lhor,http://www.youtube.com/channel/UCrKf12UegUNSM5yMIDqKAHg,لكن رغم انها قالت الحقيقة الا انها ليست اهلا لتربي وتعلمنا شييا اتربي وارواحي هدري وفهمينا باسلوب فيه تربية,0,2020-10-21T22:56:39Z,p,
2398,hassen bahirene,http://www.youtube.com/channel/UC7pKYoFmMZIYhy6ndUQ9qgg,والله ملقات لرابيها علي كل حال هذي مراهقة او معندهاش اعلمن تحشم,0,2020-10-21T22:56:22Z,p,
2399,Didou Cris07,http://www.youtube.com/channel/UCYbYTcphSQXNthzFKavMRqA,شكون مونية هادي منعرفهاش,0,2020-10-21T22:53:46Z,n,
2400,Mustapha Khelfi,http://www.youtube.com/channel/UCzKzUjfwINo6HuVLOZy-1Rg,باسكو نتي تمشي عريانة في الطريق ولوكان جيتي لابسة حجاب واحد مايشوف فيك يا والله غير حشمنا ما نقولولك حنا شباب مربيين عليك يا ومكانش جزايري حر راح يتبلاك ديريها مليح في بالك,0,2020-10-21T22:52:29Z,p,
2401,Kamel Bonne,http://www.youtube.com/channel/UCyRYVKwsD-aDNIXNG-ELatg,كان من المفروض ان تمضمضي فمك قبل ان تصفى خلق الله بالحيوانات الادهي الامر تقولين كلاما يندى له الجبين انت تعلمين علم اليقين انه سيصل لذويك يسمعه ابوك اخوك جارك لكن ان لم تستحق فقل افعل ما شيت صدق من قال لا يمكن لشجرة الشوك ان تثمر عنبا والله غير ربي يهديك يا بنت الناس,0,2020-10-21T22:51:30Z,n,
2402,Nouari Rahmouni,http://www.youtube.com/channel/UCiiTQjM5Ebe0hBSVAKsU03w,ان لم تستحي فافعل ما شيت صدق رسول الله,32,2020-10-21T22:47:58Z,n,
2403,sofiane gaimng 100%,http://www.youtube.com/channel/UCaiRPRVvEWGfMRlvLnaSo5w,تصحيح فاصنع ما شية,0,2021-04-15T23:43:55Z,n,
2404,Cheryl nari,http://www.youtube.com/channel/UCarQbk35mSitR_iWA9UtSyw,في كل حاجة دخلوا الجهل المقدس,0,2021-01-22T12:50:36Z,n,
2405,Onew Leedubu,http://www.youtube.com/channel/UCilYz3DjblY-j7Hlsg-aQnQ,عليه الصلاه والسلام,1,2020-12-25T21:04:55Z,n,
2406,ti na,http://www.youtube.com/channel/UCQ9ydy8SOSt-fqGyfEfJB3w,المشكل هدرتها اكل صح انا مرة في الطوموبيل نستناو في الفيروج يخضار فاتت طفلة الذراري كامل مركزين معاها تقول هذيك الطفلة جاية من الفضاء شغل اول مرة فحياتهم يشوفو طفلة ملغري محجبة ومستورة عادو يمشو ويدورو وراهم يكملو في تكحالهم وهذي المظاهر كل يوم نشوفو فيها كامل مافهمتش علاش هي كي حكات حكاية شافتها قدام عينيها وكلنا نشوفو فيها تخلعتو هاو غير بلعقل ماديروش رواحكم بلي جامي شفتو هذي المظاهر,0,2020-10-21T22:46:25Z,n,
2407,Hachemi crb,http://www.youtube.com/channel/UCM4IR5VP5P2jMhNHBXrnNTg,عسي روحك بركات,0,2020-10-21T22:44:09Z,n,
2408,IMX XNE,http://www.youtube.com/channel/UCkQF2MWcmKB0aS4v-xiu16w,مي باينة نتي ديري زوج قناطر تاع ماكياج لبستك قريب تطرطق ديري الريحة ظلي تشحبي فالزنق تجيك بيزار الا ريقو عليك منيش نهدر برك عليك راني على اي شيرة دير هاك لوكان جيتو ساترين رواحكم عند حدكم ملتزمين بدينكم تا واحد ميشوف فيكم,1,2020-10-21T22:40:07Z,p,
2409,LION DZAIR,http://www.youtube.com/channel/UCEejDioGR3H5FJqZC61TXmg,والله كاين صح لي مخلوعين شغل جامي شافو مراة خسرو الرجال على جال واحد النساء فيهم كامل الصفاة الى صفة امراة كانهم عبيدهم بصح مزال كاين الرجال لي يبزقو عليك على لي كيما نتي شابعين او شايفين,0,2020-10-21T22:31:19Z,p,
2410,meriem bjd,http://www.youtube.com/channel/UCGnEgMAwCCJKyy9JapeJniA,كاينا والسبب الرييسي هم النساء لوكان سترت روحها ماحاش يخزرو فيها كاينا ولا ما كاش وايضا امر الله الرجل ان يغضض بصره,0,2020-10-21T22:24:46Z,n,
2411,mohamaed mahmoudi,http://www.youtube.com/channel/UCtvIVw4g7Ca6OvUKY7ybolA,لو كان مشي خليفة ربي علابالك شادي خرمنها,0,2020-10-21T22:19:43Z,p,
2412,Nom Ett,http://www.youtube.com/channel/UCjeQAnbalnCHbX3ezHDe-Gw,من ناحية اخرى للامانة فهي لخصت بصدق جرية اخلاق الشعب الجزايري لكن التشبيه بالحيوانات غير مقبول,5,2020-10-21T22:18:38Z,n,
2413,Benlahcen Khalil,http://www.youtube.com/channel/UCSQ9BKGQMb2S6jhXnh9hmzA,الشعب الجزايري افضل شعب في العالم,0,2020-10-23T07:41:24Z,n,
2414,خياطة وإبداع جزائرية Sisi,http://www.youtube.com/channel/UC5wDMophLWP6c2BPmp2KMyg,ياخي الحجاب فرض حبيت نسقسيق كيش تشوفي في روحك وانت كاسية عارية والله يقول منعولات سبحان الله المنكر ما انكرته القلوب السليمة النساء مبعجبهمش واش قلتي حتى المتبرجات علابالهم بلي الحجاب فرض,0,2020-10-21T22:17:16Z,p,
2415,madjid sail,http://www.youtube.com/channel/UCv99CL28FYM8SPq8LPX-2vA,الله يهديك وروحي ستري روحك واتقي الله في نفسك وتحيا الجزاير والله يرحم الشهداء,1,2020-10-21T22:16:03Z,p,
2416,Souf Boun,http://www.youtube.com/channel/UCHNz4Ry22vuY8hfLRIXS6Pw,روحي اغسلي فمك قبل ما تهدري على الشاب الجزايري,0,2020-10-21T22:06:14Z,p,
2417,Yasmine amir,http://www.youtube.com/channel/UC5iAwv07Djx6yKanyUvfRvw,عندها الحق 100,0,2020-10-21T22:06:05Z,n,
2418,Mohamed Gouaich,http://www.youtube.com/channel/UCKMi18AVLtfqPv75GbEiK6A,من ليوم وروح كي نشوفك نعري ونخليه هو يريڨ عليك على بغى وبالاك نتي تريڨي عليه وتتمنايه في لي قلنا,0,2020-10-21T21:58:01Z,p,
2419,Mohamed Gouaich,http://www.youtube.com/channel/UCKMi18AVLtfqPv75GbEiK6A,عجبتني نتاع ريوڨ,0,2020-10-21T21:55:37Z,n,
2420,Bouhjar Boukra3,http://www.youtube.com/channel/UCgkfZXUrlrcj2pSMT6y3csg,كل ما قلتيه حق ولكن البعض ياكله كره من هذا الكلام وبلاك يتربوا من هذا الفديوا ربما,0,2020-10-21T21:51:31Z,n,
2421,Alaa Mca,http://www.youtube.com/channel/UCS54d5_XaZTltLiE9NcJTMw,للاسف الشديد عندها الحق,0,2020-10-21T21:49:47Z,n,
2422,Midou Midou,http://www.youtube.com/channel/UC-fLa3iMLEybK6xRNO2fP-w,لحد ساعة مفهمتش اعلام العار وش راو يدير يخليو من حثالة مجتمع تتكلم اطبايها مثقفين المجتمع يرجعوهم احب ان اعتذر الى نفسى لاني كرجل لا يمكنني ان اوجه ردا لهذه المدعوة المريضة بجنون العظمة اخفض من قيمة رجل ليرد عليها ساترك امر رد الذين من حولك فرجل حقيقي لن يعرفك اصلا من تكونين,0,2020-10-21T21:43:53Z,p,
2423,Amine Boussoufi,http://www.youtube.com/channel/UC_M1dMe62U3SXnVT4Kl2zKg,والله غير تحيا سهيلة معلم قديمة فالفن وجامي هدرت هكا,0,2020-10-21T21:43:20Z,n,
2424,chris colorado,http://www.youtube.com/channel/UCf5gSFB2oDceO32LxjQsNrw,والله ضحكتني,0,2020-10-21T21:39:30Z,n,
2425,Fatiha Mecheri,http://www.youtube.com/channel/UCHoBICmah-QcugrlgqF6Ibw,يڨولو لابسا نوغمال ميڨولوش لابسا نورمالمون,0,2020-10-21T21:37:20Z,n,
2426,Ibra Himo,http://www.youtube.com/channel/UCxqUFQDnSjZj1eMFv9xcX4A,ولله غير راكي كي الجمعي جاك بالا,0,2020-10-21T21:34:12Z,p,
2427,Dounia Didi,http://www.youtube.com/channel/UCPojGMazediffmexfzrxKQQ,هي ناس ملاح بصاح ما تعرفش تهدر هادا ماكان مهبولة بصاح لبنات عيب تقصفوها هي راهي تهدر فموضوع نعيشوه ولا خلاص نكرتها,0,2020-10-21T21:28:59Z,p,
2428,Samia samsoum,http://www.youtube.com/channel/UCxZJ_f3aZjWRLuqu3A-F2yg,مكبوتة خانزة راح تاكل رغيس فالمسلسل,0,2020-10-21T21:28:20Z,p,
2429,Nina Mondolina,http://www.youtube.com/channel/UCC-ywYv824jjEL1tD2v-m1w,بنات اخر زمان تحامي عليهم المخلوقة ويزيدو يحلو فمهم ولا تحبو كيتبلاوكم يا,0,2020-10-21T21:26:38Z,p,
2430,Dounia Boufroun,http://www.youtube.com/channel/UCXNy5GWV9AYlfgMwogHALeg,تعيي تحكي غير علا طونوبيلات وزجاج فيمي مخلوعه حشاك ياجهله واش اريوقو علاش راهي عايشه مع ذيابه نتي صح مريضه روحي جري علا روحك,0,2020-10-21T21:26:33Z,p,
2431,Ouka käÿkø,http://www.youtube.com/channel/UCwSU6CodGu9YYoSOLsRW3sQ,روحي ادخلي على وجهك بالكاسة والصابون تع الطرف ولمي شعرك للور ورواحي احكي وبردي قلبك,0,2020-10-21T21:25:56Z,p,
2432,Cha Imaa,http://www.youtube.com/channel/UCFoctGR3IVI566-EQkKhUEg,الشعب دروك راه لاهي مع والي وهران حرزي تحسبيه نساك زعما غادي يعاود يوليلك غي متفرحيش ه,3,2020-10-21T21:24:18Z,n,
2433,Karim Naouria,http://www.youtube.com/channel/UCUesfl2C882qRi73_BYD18w,هده فسق مثلك اسف دولة فتحت بيهم بيوت دعار من اجل صبع زرق عروبي عصابة اما احرار لد احلال الله الله ميعرفك وراك,0,2020-10-21T21:22:18Z,p,
2434,Music Lover,http://www.youtube.com/channel/UCPSSjEfjK40obQEvZWubUzw,عندي سوال نتحدى اي واحد يجاوبني عليه نتوما يا ليوتيبرز كي هدرت بنت بلادكم قاع نضتو ديرو في فيديوهات ضدها لل اكيد زعما غاظكم الحال بصح لمراركة للي يظلو يسبو في شهداءنا يزوروا يكذبوا بش يوسخوا سمعة بلادنا يسرقوا تراثنا ماقدرتوش ديرو عليهم ولا فيديو واحد يا عجابة وينراها النخوة والغيرة على دزاير ولا خايفين على قناتكم من شاطرين غي في ولاد بلادكم حقارين منافقين,1,2020-10-21T21:20:37Z,p,
2435,Y.A Bououden,http://www.youtube.com/channel/UCIeTjV8GvyEqbWVC1CaPWnw,خصنا لي يعرفوا لفرونسي بطلاقة باش يدافعوا على دزاير ماه راهم مدايرينا تحريشة فلي كومونتار تاع لي ماتش تاع الشهور هادو اون فرونسي سيرتوا فتاع كولومبيا,1,2020-10-22T01:29:32Z,n,
2436,abdel'Rahim,http://www.youtube.com/channel/UC8-fOmT5ID5A7-zOUj4H8aw,خرية كيما انت خصك لواحد تجيه لادياري يديرها عليك صدقة عليه,0,2020-10-21T21:18:04Z,p,
2437,djenna djenna,http://www.youtube.com/channel/UCjUozW0KsYQSu09gXukhvSA,مسكينة حاطة الرجالة كل يجريو وراها وهية ماتليقش بصلة,0,2020-10-21T21:14:38Z,p,
2438,اندر تيكر,http://www.youtube.com/channel/UCgLuPcZ1__uYWZFYasxGcng,افضحي النقوشه,0,2020-10-21T21:06:15Z,p,
2439,اندر تيكر,http://www.youtube.com/channel/UCgLuPcZ1__uYWZFYasxGcng,الجزايري نقش كبير,0,2021-01-10T17:11:39Z,p,
2440,fatima sairi,http://www.youtube.com/channel/UCTvWwEukRyiee-4qpaC2GFQ,عيفتلي قلبي والله معندها علاه تحشم,0,2020-10-21T21:05:59Z,p,
2441,Pink side,http://www.youtube.com/channel/UCnJI0NeyTL5yql0UTHikilw,هي مش جزايرية ومستحيل تكون جزيرية مرانش نبكو عليها روح تحوس هي وحدة متسواش شوف درت شوية مكياج طلع شان على بفكان هدوك راجل لي تحكي عليهم من خوك وبوك وجدك وجد جدك راك سبتي كع تزاير هم خط احمر تحمل المسولة روح توبي ولي وشفي واش درتي,2,2020-10-21T21:05:14Z,p,
2442,Chenwiya Kami,http://www.youtube.com/channel/UCcbSPZqLn8N7_BVwruYeI2A,ڨالتها جبهتك جبرية,0,2020-10-21T21:01:06Z,p,
2443,Amin Mco,http://www.youtube.com/channel/UCaZeQ4UXeOXRIYRMreQCy3g,نشوف فل الخرى ومنشوفش فى وجهك,0,2020-10-21T20:57:25Z,p,
2444,Rawan Adem,http://www.youtube.com/channel/UCwSqZIbm7nTmwjGW8E4ApiA,يريقو واش راكي تهدري روحي استري روحك,1,2020-10-21T20:57:15Z,p,
2445,المختص في كل شيء و خاص الهكر,http://www.youtube.com/channel/UCKknhZi4R55SB2MznkkcSZA,يا زح كينشوفها نحس هه بلي فمها فايح ناتن اسمحولي حاش خلق الله,0,2020-10-21T20:57:04Z,p,
2446,Farid Chakchouk,http://www.youtube.com/channel/UCjVaBRPHT-118NyaAhW10RQ,منعرفهاش ومنيش ندلقلها بصح عندها حق,0,2020-10-21T20:55:50Z,n,
2447,Mimi Medjani,http://www.youtube.com/channel/UCfvu_rRflJL7jVfQPm2aNYQ,مافهمتش انا علاه راهم يردو عليها يسبو فيها مالڨري قالت الصح وش راه صاري في بلادنا مجرد راي,0,2020-10-21T20:55:43Z,n,
2448,hanane ben attous,http://www.youtube.com/channel/UCUnnYsP25EsbR6zwlCYoXCQ,علاش زعفتو من هدرتها برغم عندها الحق كاين شيء رجال والله والديهم تحشم بيهم هي ماقالتش قاع الجزايريين علاش كلمة الحق تغيض كامل حسيتوها تهدر عليكم الغلط الوحيد اللي عملاتو انها ماعرفتش تختار اللفظ المليح اللي يوصل هدرتها من غير ماتجرح غيرها سيتو,0,2020-10-21T20:55:35Z,n,
2449,ZiGA MEMES ZONE,http://www.youtube.com/channel/UCgL3I34axwO2UDMZ7ZGyk-A,جبهتك تمثل ثلث جهة التحرير الوطني نقدرو نبنيو سطاد جهة تاعك يا زحح,4,2020-10-21T20:53:36Z,p,
2450,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,ايه شفتو,0,2020-11-07T21:04:43Z,n,
2451,ZiGA MEMES ZONE,http://www.youtube.com/channel/UCgL3I34axwO2UDMZ7ZGyk-A,شفت لفيديو ولا لا شفت وش قالت على الشعب,0,2020-10-26T23:48:47Z,n,
2452,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,هذي راهي خليقة ربي منضحكوش عليها كنا نهدرو على الكلام لي قالتو وبعد بديتو تهدرو على العيوب السبعة لي فيها,1,2020-10-22T21:44:27Z,n,
2453,Sarah Sisi,http://www.youtube.com/channel/UCyoBtj_yy2q7xVBUtzcl_qw,الله عندك الحق تطايي جبهتها قبل اومبعد جي تهدر,2,2020-10-22T08:27:34Z,p,
2454,fares Adel,http://www.youtube.com/channel/UC_pw0xqVDyxTGX3cBUz20Hg,لي فري دزيري ميخليش ختوا تخدم فل اداعا يلبسولها واش احبوا وبلا ما نكمل اوازني كلامك قبل ما تهدر يا لعود روحي اهدري علا الرخاس لي راكي خدمة عندهم كي لسكلاف يتحكموا فيكم كيما يحبوا,0,2020-10-21T20:50:39Z,p,
2455,Bouabdalah ben djaber,http://www.youtube.com/channel/UCddWmu21gVDMmflrUqq_U-A,روحي تزوجي وحد بايرا,0,2020-10-21T20:42:30Z,p,
2456,randa Bb,http://www.youtube.com/channel/UCNYkL5tK8B-U2krPhscAENA,تروح تدخل للاسلام وتنحي الصليب من رقبتها,0,2020-10-21T20:36:50Z,p,
2457,Tiziri Amanda,http://www.youtube.com/channel/UChRbYG95PtyKtmEAnSi9j6A,كامل الشي اللي قالتو صح ما غلطتش نحن فقط مجتمع ذكوري يحتقر المراة ويكرهها,0,2020-10-21T20:36:22Z,n,
2458,Khadidja Khedim,http://www.youtube.com/channel/UCD8mCNYzm9IBWOMvJnzzl2g,الي يقول الحق يخرج من البلاد علاش كدبت انا والله مانعرفها مي قالت الحقيقة والحقيقة دايمن تكون مرة والله والطفلة وتلبس ستار ما يطلقوها وماتحرواوش مزوجة مطلقة ارملة طفلة صغيرة خلاص حسبنا الله ونعم الوكيل,0,2020-10-21T20:35:38Z,n,
2459,بوسيف عبد الجبار,http://www.youtube.com/channel/UCx4Frh5lK1OW01jQfNPSbRQ,هادي قاع لاباس يا بنت الناس قال قال راجل مرا مخلوع ولا كافي ولا ما شايفش يجي النهار يستبيت يتعلم يستعقل ياو المشكلة الكارثة هي ظاهرة الزوامل الشواذ لي كثرو فل بلاد العياذ بالله راني نشوف الزنقة وحد الامور ولله ما كنا نشوفوها الثمانينات التسعينات البلاد هاذي تبدلت بزاف يا ناس ولله غير الواحد ولا يستحي يخرج مع ولادو دارو فاميلتو الله يلطف بينا بوليداتنا,0,2020-10-21T20:30:20Z,n,
2460,Ilyece Souidi,http://www.youtube.com/channel/UC0J_oEwSC57DbLUUlOucPvQ,نحسن عونك انتي بنت حركي,0,2020-10-21T20:30:03Z,p,
2461,aya tasnim,http://www.youtube.com/channel/UCjXR_6qF3CxrV_tRGviaYBg,عندها الحقيقي,1,2020-10-21T20:29:57Z,n,
2462,Sam Uu,http://www.youtube.com/channel/UCUnO3O7iAPqB5Z8KSUzt5vA,كلاشات المكبوتين غاضهم الحال,0,2020-10-21T20:25:27Z,n,
2463,Mouadh mouadh,http://www.youtube.com/channel/UCV-0ldH5P76vrlK3TaVeq2g,لالا ختي قولي ماهومش متربيين حلابة ماتقوليش مكبوتين لانو الكبت شيء نفخر بيه نفضل شاب او فتاة مكبوتة مشتاقة رجل رغما انها تقدر تدير تقدر تمارس واش تحب نفضلها على فتاة شابعة من الرجال و نفضل شاب مكبوت مشتاق فتاة يجاهد نفسو يجبد روحو على لبنات ينتاظر زوجتو حلالو نفضلو على واحد شبعان بنات من وحدة لوحدة مونية ماكلاشاتش المكبوتين كلاشات الفاسقين لي يدراڨيو بنات الناس في الشوارع يتبلاوهم,0,2021-01-04T13:22:10Z,n,
2464,الجزائرية مريم,http://www.youtube.com/channel/UCJ_XYCvfl7XHLB2Fkv8PcMw,كون قالت حاشة البعض كاين شباب ورجال نعمة تربية بصح مقطع لول عندها الحق كاين بعض الشباب والله يهدرو واحد الهدرة واحد التصروفات لاحولا لا قوة الا بالله العلي العظيم,0,2020-10-21T20:25:11Z,n,
2465,Archi Naz,http://www.youtube.com/channel/UCYbd3a7ynP4o-UNSmKMXtzA,مافهمتش واش علاقة الواحد لي يدراقي فبنات الناس والمطالبة بالقصاص لييدراقي يدي دنوب تاع التعدي علا اعراض الناس ولي تعري ديالها شحال من دنب تدي الزنا التبرج الكاسيات العاريات الا صح تعرفو التربية والقدر والاحترام خخمو شوية فالاسلام وكلام الله وسنة النبي باش نربحو ونسلكو علا خير,0,2020-10-21T20:24:56Z,p,
2466,#عراقية# مجنونة#,http://www.youtube.com/channel/UC8m5CV74kWc1pVjPytgNIfw,الله يذلك يا مونيا,1,2020-10-21T20:24:02Z,p,
2467,Anis Ben,http://www.youtube.com/channel/UCcrVPkvc8CHY7TCeuXn2Orw,سلام عليكم خاوتي خوتاتي ليوم نبان في كومونتار نتمنا يلحق هاذ لميساج لمرة جايا نبان في فيديو اول حاجة نتظامن مع زوالي محمد لي يماه كيما يمانا نتكلم بصفة عامة لي راكي توصفي فينا بلكباش باباك واش من قارة واش من كوكب افلاطون مثلا علبالي بلي شغل عراضتلك بصح الله غالب هنا تتفشي وتريڨي صح صح ملقيتي في من تخلطي فشعب لي حير امة تجي نتي تهدري قبل ما تهدري غسلي فمك منو جاي باسكو يشمها لحلوف ينطق باسكو جبهتك كيما جبهتو بصح والله هو ارتيست عليك كي تقراي هاذ لميساج نجيك فيديو ونڨصرو بيان,0,2020-10-21T20:23:22Z,p,
2468,Imad eddine Ourahmoune,http://www.youtube.com/channel/UCQ6fKkvuFaTupzVOd3UUs0w,الفركوفونيون راهم غلثوا ياودي خلاص على فرنسا تاعكم,0,2020-10-21T20:22:10Z,p,
2469,بلال الديب,http://www.youtube.com/channel/UCUmx5GlwFk5A73mrx8zINCA,مديروش عليها خاوتي راهي من فصيلة البرماييات,0,2020-10-21T20:17:08Z,p,
2470,بلال الديب,http://www.youtube.com/channel/UCUmx5GlwFk5A73mrx8zINCA,هدي واش حاسبة روحها,0,2020-10-21T20:16:29Z,p,
2471,Sofiane Amrouche,http://www.youtube.com/channel/UCU9SAVW8XWPSXLdGiix5xBQ,شوفي تصويرتك قبل التحلاب شكون راه معايا,0,2020-10-21T20:10:36Z,p,
2472,محمد الاهدل,http://www.youtube.com/channel/UC_3m-4Km91J-MMcZX7SAkLg,معاها حق في وصف الوضع المتردي لسلوكنا هبوط مفاهيم الاخلاق عند شريحة من الشباب العربي المسلم هول الجريمة التي اقترفت بحق الاخت الانسانة شيماء يوجب علينا التوقف مراجعة السلوك السيء الذي نمى في فكر الرجل العربي المسلم نسينا قول المصطفى نبينا محمد صلى الله عليه سلم انما بعثت لاتمم مكارم الاخلاق,0,2020-10-21T20:04:47Z,n,
2473,Kador Dz,http://www.youtube.com/channel/UC6Q27LoqPw6OOOB1D9fYk-A,بقداه تبات الليلة,0,2020-10-21T20:03:56Z,p,
2474,Yasmine Yoyo,http://www.youtube.com/channel/UCpQCcF-eNkbvXXxbXaVeDUA,انا ملموكش بسيك بنتيلي مهبولة وقيل هربتي من جوانفيل لالا ربي يهديك وخلاص,0,2020-10-21T20:00:24Z,p,
2475,Phoenix,http://www.youtube.com/channel/UCAF_6ArRuoR4xabpHIBszFg,وشبيه هذي تخلط,1,2020-10-21T19:57:58Z,p,
2476,Moh RACHID ALGÉRIE,http://www.youtube.com/channel/UCE9mgv87rAQ3GmmmTOex2gg,نوريد من اصحاب والشعب الجزايري الكل ان نقوم بي حملة ضد صفحتين الخاص بي مونيا بن فغول نقوم بي حضرها او عمل,0,2020-10-21T19:51:13Z,n,
2477,Ismail Bouchirbi,http://www.youtube.com/channel/UCIPEx0SklBRUqDvWqJKiGnA,مونيا الفايحة اترباي شوية ماراكيش في بوبالطو,1,2020-10-21T19:49:52Z,p,
2478,sadik amin,http://www.youtube.com/channel/UCksmmpsmPz00yrHhdNBFwgQ,الصح يحرحر يا بوسروال,0,2020-10-21T19:47:44Z,p,
2479,amer cherif,http://www.youtube.com/channel/UCPsSeJCkX5la1oorNEGAg5A,كلامها صحيح لكن طريقة التوعية المعالجة غير مجدية,0,2020-10-21T19:42:29Z,n,
2480,Souma Chouchou,http://www.youtube.com/channel/UCWEDQ8nBr7JNPu-NFKh8blg,كلامك صحيح مي لوكان قولتي حاشا ليمايساهلش باسكو مازال الخير,0,2020-10-21T19:41:45Z,n,
2481,ZUHAIR MAMI,http://www.youtube.com/channel/UCnj6t2mOwMCt1PparoRJyKA,خت اتفوو دغول كانيشة مرقدة,0,2020-10-21T19:41:28Z,p,
2482,ikhLaSs_ إخلاص,http://www.youtube.com/channel/UCkFSRP6Wnm6EKOeSkqoaLrQ,اهي تهدر الصح,0,2020-10-21T19:40:57Z,n,
2483,Lina Chahi,http://www.youtube.com/channel/UCd0MyZwhdq9SXR5jI9hrEQQ,رحي اغسلي وجهك قبل وحلي فمك نتي دايرا قنطار ماكياج صح كاين رجال يشوفو في طفله بصح مشي كيما وصفتي تحيا الجزاير,0,2020-10-21T19:33:35Z,p,
2484,Youba Youba,http://www.youtube.com/channel/UCn6HsN_oGcjZVXCRl4w0Q2g,صح بهدلتونا,0,2020-10-21T19:32:32Z,n,
2485,Zaki Zaki,http://www.youtube.com/channel/UCEoOZy3TBBL9mwvT5zl_ZHg,امراة قالت كلمتين اصبحت قضية راي عام هذا يدل على غباء تفاهة هذا الشعب سواء كانت على صواب او خطا من يستفزك بكلمة لا يحتاج لدبابة للقضاء عليك,0,2020-10-21T19:31:19Z,p,
2486,Nacera Rizi,http://www.youtube.com/channel/UCx61r58FPNEIDjkihulVDlg,رخيسة ما تسواش دورو روحي اسطري روحك يا البهلولة الشباب الي تتكلمي عليهم هم احسن شباب في العالم ولاد بلادي انا افتخر فيهم انتي ديري خمار على راسك قبل ما تتكلمي على الناس في الباطل,0,2020-10-21T19:25:40Z,p,
2487,ارسم مع فطومة,http://www.youtube.com/channel/UCERPGcKF9O6ybF6Dw-xwdNw,جبهتك يكتبو فيها تاريخ استقلال الجزاير ويبقى بلاص يا مونية,0,2020-10-21T19:18:17Z,p,
2488,Lolo Lolojt,http://www.youtube.com/channel/UCnlTjlJ4drvpiCmimiclelA,ربي يهديها,0,2020-10-21T19:18:03Z,n,
2489,rami Mehalli,http://www.youtube.com/channel/UC4yfjy_dInU6YJeXVcY-o0Q,هادي هي جبهة التحرير ه,0,2020-10-21T19:17:47Z,n,
2490,Amira Minoucha,http://www.youtube.com/channel/UCi2Bq4I06PmEmynAboypoqQ,تهدر الكتير من المال لتزين شكلها ولكن تعجز عن تحسين اخلاقها بالمجان,0,2020-10-21T19:12:43Z,p,
