,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
85,wahih vo,http://www.youtube.com/channel/UCqbEkGoZk_0tTLPuy9lr3Rw,في هذه والله ما غلطتي شعب كعبة في راسوا,0,2020-10-17T00:18:05Z,p
86,Ahmed Design,http://www.youtube.com/channel/UCZng5kGpmk2SC8Pskd-i_Qw,غير روحي استري روحك برك يا وحد المعزۃ ياخي عريانۃ حلبوك وندموا,1,2020-10-16T23:32:50Z,p
87,العربي بن لمهيدي,http://www.youtube.com/channel/UCpVb94LRKXfotgtbC9bp7qQ,انا نشوفك طرف نتاع صليح اللي شافك طرف لحم قيمك اكثر من حقك ياخي صليح تفوه,1,2020-10-16T23:31:39Z,p
88,Ota Ku,http://www.youtube.com/channel/UCsGXFrcujznzIU-rnN8G67Q,ربي يهديك نهار كامل ونتو تعسو في الناس اوكان انا مانفقش علا هذوما التمسخير ونقعد نحرق روحي ونبهدلها ونهدر تهدري كي تولو تسترو رواحكم او هازاك الوقت عسى الا ريقو مانعرف شكون ريق في بلصتهم,2,2020-10-16T23:31:28Z,p
89,Rida Sido,http://www.youtube.com/channel/UCc22gy3a_bvF70J0vDcEy1A,راني حايرة غي والديها وين راهم كدايرين تفو,0,2020-10-16T23:24:05Z,p
90,سارة مصطفى,http://www.youtube.com/channel/UCkMmzqZHMvQDs30xWXX-z9Q,ربي يهديك يا معزة تفو متشبه لوالو حاشة المعزة,1,2020-10-16T22:58:58Z,p
91,Mohe Ben,http://www.youtube.com/channel/UCRRM35QLK-CSujYAo5K-uLQ,روحي عيب عليك ياطفلة روحي نحي المكياج وشوفي روحك في المراة ورجعيلي بلخبر ورواحي اهدري قدام الكاميرا نتحداك ياو يهربو قع من لونك,0,2020-10-16T22:57:16Z,p
92,Abdenour Hadj Youcef,http://www.youtube.com/channel/UCSq6zU4mvR040HlVJvp_K3g,تفو خلاصت الهدرة استرو رواحكم بهدلتونا,0,2020-10-16T22:10:31Z,p
93,NINJA FF,http://www.youtube.com/channel/UCY4qRcVnRjWgNZINbgAm8Bw,مشي قاع كاين الرجال روح سطر رووحك ومن بعد هدر على الجزاءر نت الى تشوف فيهم طرف لحم حنا نشوفوك مشي مربية,4,2020-10-16T21:17:57Z,p
94,Kripa Mostapha,http://www.youtube.com/channel/UClhR-RfbbCJW3zzc_DWuptw,خامجة كافية تقتلي دايرة طابلو في وجهك وجية تهضري مكروبة,0,2020-10-16T20:59:09Z,p
95,زهرة الايمان,http://www.youtube.com/channel/UCtj_72OVY7GOq80l9t6gQKg,اواه فرطاسة كيما نتي ريوق ماشكيتش يخرجو عليها الا اذاواحد تشوكا في جبهتك,1,2020-10-16T20:45:05Z,p
96,Aida Imen,http://www.youtube.com/channel/UC5yyDfbhCkVrw7J-b-eZ2FA,عندها الحق بردتلي قلبي نتوما متحملوش لي قول الصح الشباب الحزايري مكبوث خامج موسخ نستعرف بيك كتلتيهم بالقنطة,0,2020-10-16T20:44:08Z,p
97,Ryma Hassani,http://www.youtube.com/channel/UCQI30pA9QOCuHer4fN8zs9g,اذا خوك راه موسخ ومقمل سمحيلي مراناش كيفكيف,0,2020-10-16T20:47:50Z,p
98,fifi focha,http://www.youtube.com/channel/UCr5BGlx91WzhOLIKMSpy4AQ,ضحكتني والله اولا نت متعرفنيش باش تحكم عليا وثانيا هدا رايي وثالثا الاغلبية مولاوش يرحمو الحسد ويستشفوو الخ تقول مراكمش عايشين ولا تلعبوها وتتفلسفو متلعبوهاش وتقولو تبرج ماطلقو لا متبرجة ولا متحجبة متلقووش حجج بف,3,2020-10-19T18:53:19Z,p
99,iss an,http://www.youtube.com/channel/UCkU4h69nPXN5zvSgRJPvH-g,حكمتي على روحك بالاعدام وزيد تموتي بايرة ونشوفوك لتريقي على راجل ولا يا شماتا,2,2020-10-16T20:34:50Z,p
100,Madi Hidara,http://www.youtube.com/channel/UCIOUB811M05S0rgbeFc5Eww,يا خاوتنا قالك خذ الحكمة من افواه السفهاء انا ما رانيش نقول عليها سفيهة قلتها لهاذاك الي يجي يقولي فايحة متبرجة يا اخي نتا ماشي رب تحاسب هاذي اول حاجة ثاني حاجة عندها الحق ما تخزرش فيها حتى لو كانت عريانة لانه حرام عليك ما تقوليش متبرجا تروح تستر روحها نقولك ما تحكمش فيها نتا ماشي قادر تحكم غير في عينيك تقولي تبل روحها نقولك بدل روحك نتا خاوتي هاذي واش قالت كامل صحيح نتا الي راك تقولي هوما يلبسو نقولك كي تروح لربي قولو خزرت فيها لانها كانت ما لابساش مستور تريتيتها زنينا انا خاطيني هيا زانية نتا ضحية قولو انا خاطيني لقيتهم يبيعو في الشراب شريت شربت لاكن هوما باعولي انا خاطيني بلا تنوفيق شعب طوني علابالو بلي عندها الحق يحب يتفلسف زيد حت بناة الفاميلية ما تطلقوهمش شفت حتى الي يكحل في نقش,0,2020-10-16T20:04:17Z,p
101,ابو خليل,http://www.youtube.com/channel/UCvy48nzIEbxQ_GTBHnzaWkg,واش داك تلعبي مع الشعب نتاعنا واش داك تهدري بهذ الطريقة على شبابنا خلاصت عليك شعبنا ما ينساش يا طرف اللحم عممتي العيوب مزال يقصفوك في الليل النهار حتى تخرجي من بلاد الرجال النساء العفيفات لساترين رواحهم يا لسان الزرزومية متحشميش,3,2020-10-16T18:01:49Z,p
102,jak jak jak jak,http://www.youtube.com/channel/UCWVxT9qFY7rrqSY21tEfVYg,انا مربي كلبة شابة عليها بلا مكياج,0,2020-10-16T18:00:04Z,p
103,Zamzam007 Mchimcha,http://www.youtube.com/channel/UCYxWJZcNzkIZYpkH8w_l3Ww,حتشون يماك,1,2020-10-16T16:09:02Z,p
104,Apderaouif Makloufi,http://www.youtube.com/channel/UCLBUBqKE35JQavJXJVckM1w,عيب اعليك اختي باش نهدرو الصح التحرش هذا راهو فكل البلدان بصح نورمالمو تفرحي كيتعرفي بلي الاغتصاب فبلادك راهو بين اقل النسب فلعالم وكي قلتي كاين متحجبات مطلقوهمش التحجب ماهوش اك تلبسي كي الكوجاكا تستري راسك وتعري ملتحت واللي يتبلاو المتحجبات اقليل بزاف غير مكا لاه الكذب او دارو بزاف تجارب اجتماعية تثبة الكلام انتاعي او ديجا باين ملفوطو بروفيل انتاعك بلي التربية زيرو روحي شوفي كيفاش راهم قاع يشطحو فتيكتوك بهدلتونا شوفي مونيا هذي ميفاش امعرية روحها انتوما هوما اللي مخلوعات كيتشوفو طونوبيل اتريقو او حاشا بنات الفاميليا اللي ماكيش وحد منهم ويمثلو20 برك ملمجتمع ذك انهار خارج امعا بويا وبويا ايشوف فيهم كيفاش امعرين او يمشو او يلعن بصح ماكانش يزقي فيهم قلبو دار كيشافهم ونا احشمة مالقية مين انحط وجهي وديجا الرسول راهو اهدر اعليكم قال رسول الله صلى الله عليه وسلم صنفين من اهل النال لم اراهما نساء كاسيان عارية وهذا الصنف اللول هو انتوما تسما ماذا بيا اتقوليلي الشعور انتاعك ونتي علامة من علامات الساعة ضرك العرب قاع راهم ايقولو بلي الدزايريات قاع قحا,0,2020-10-19T20:58:44Z,p
105,Mokhfi Mohamed,http://www.youtube.com/channel/UCJE8w8vACrEtsSH8E57O5HQ,ياخي مسكينة روحي دوشي,0,2020-10-16T15:27:43Z,p
106,Biba Didou,http://www.youtube.com/channel/UCSo8haScenkeSpRVEh389wA,انت واميرة تاعك مخلوعين راني حايرة فيكم انتم لا تمثلون النساء الحزايريات الفحلات انتن عرة النسا اولا نحي قنطار ماكياح اللي راكي دايرة امبعد ارواحي قابلينا,231,2020-10-16T15:11:13Z,p
107,Youcef Aliouat,http://www.youtube.com/channel/UCrx5PMGsDTcev9mbO-U9kPw,روحي اغسلي فمك وتتلمي تهدري معا الناس باحترام مانيش نعس فيك راني نشوف فيك دافعي عليها انا ما ندافعش على حثالة المجتمع لي كيفك وكيفها ندي حملات في الانستا على وحدة ماتسواش بصلة,0,2020-10-19T20:12:25Z,p
108,حفيدة هتلر,http://www.youtube.com/channel/UCIoiUZpczFKVWyZR-bmsoAw,اسمحلي يالخانزة ميشفوش في بنات الفاميلية لي ساطرين رواحهم يمشيو باحترام يشوفوا عند الخامجان لي معريا على روحها لانوا هي لحبت تجذب بهذيك اللبسة علاه امر ربي سحانوا المراة تستر روحها وجسمها باه مطيحش في هاذ الفخ الشيطاني ولان موش خطا الشاب خطا البنت لي توري جسمها لي كافة الناس هذه هي تركيبة الكون لي دارها الله سبحانه وتعالى ديري في بالك بلي المراة لي تتحاسب ماوش الرجل لانوا هي السبب تاني الشيطان لان المراة كي تتبيرج تخرج شبه عارية الشيطان يجلس في مفاتينها باه الراجل يشوف ليها باه تكون الرذيلة الفحشاء يعصيو الله اذا راكي مسلمة روحي ثقفي روحك فالدين باه تعرفي بلي هذا الكلام موش من عندي لا من عند الشباب الجزايري هذا كلام ربي سبحانوا هو لامر المراة بالسترة ثم السترة الله يعلم بما لا تعلمون حسن كلامك ماشي انت لتجي تقولنا الصح من الخطا انا بنت ندافع على الشباب الجزايري لان شفت العجب اش يلبسوا لبنات كي يخرجوا انا ونتفاجا من هن نحط الحق على البنت هي الخطا وعلى الوالدين لي الاب الام لي تخلي بنتها تخرج بهذاك المنظر,2,2020-10-16T14:13:02Z,p
109,nano Nassima,http://www.youtube.com/channel/UCQbjUfDarqXu3f_7zvlZ18g,روحي استري روحك قبل من بعد اهدري عرة البنات متمثليناش ابدا ايامك قليلة تتحطم شخصيتكي المغرورة الله يهديك يهدي اللي امثالك,157,2020-10-16T13:21:03Z,p
110,Naser Naser,http://www.youtube.com/channel/UC1GkeMszNoneyoGUZgUlRpw,تكذبي كي الحلوف,0,2020-10-22T04:06:17Z,p
111,Trolleuse UwU,http://www.youtube.com/channel/UCNGKV4-fkuXxrpy8xs9eVEA,ربي سبحانو امرنا بستر روحي اصتري روحك نحي طابلو لي في وجهك رواحي تهدري على الجزايريين متحشميش تقولي حيوانات,17,2020-10-16T13:16:25Z,p
112,مريم مريم,http://www.youtube.com/channel/UCKjNggTSd-CxsHaJJI_5rMQ,كي دايرة تفوه اتعيف,1,2020-10-16T12:53:59Z,p
113,Amine Abdat,http://www.youtube.com/channel/UCbollpnAcptvr54Z5t-h-1g,ادا راكو تشوفوا في رقبتها مفتاح فيه صليب,0,2020-10-16T12:19:56Z,p
114,Wild World,http://www.youtube.com/channel/UCcGbxNg7j6BnLzn7F098WBw,علاه تكذب بالجلباب ويتبلاو وانت ما عندكش عقل تخمم بيه صدقتلكم,1,2020-10-16T21:05:24Z,p
115,Aissi Misi,http://www.youtube.com/channel/UChQHBl6QL5Wdv1MhOP_VOVA,نحي صليب لي في رقبتك ياليهوديا,0,2020-10-16T12:17:04Z,p
116,Mustafa Dahkol,http://www.youtube.com/channel/UColgVydnd_pOjSYs63u5Qjg,روحي شوفي كلب يعضك استرو رواحكم حنا مانشفوش فيكم الرجل مطالب بغض البصر بصح معاكم وقيل حابين نديرو كمامة في عينينا خير,2,2020-10-16T04:10:36Z,p
117,Ridha Avm,http://www.youtube.com/channel/UCawKRt_8ZTeZBFyaQIXVnxA,خانزة هذي ماشي متربية هذا اصلن عريانة,1,2020-10-15T14:54:16Z,p
118,hi ba,http://www.youtube.com/channel/UCOP5SYljUkzLbJ0qCX9-PmA,ربي يهدي ماخلق محقهاش تعمم ماشي قع رجال كما قلتي حاشة الحمدلله مزالت كاين رجلة اصلا دزاير بلاد رجال وهاذوك لي غتاصبو ويلعبو ببنات ناس حسبنا الله ونعم الوكيل فيهم وهاذوك مايمثلوش لجزاير ماشي معناها كامل مشي رجالا ويحوسو على نسا بلاك هاذي عندكم مي عدنا الحمدلله الحشمة السترة بالعكس نخافو من خاوتنا واهلنا نتي امشي عريانة وارواحي قوليلي مكبوتين علاه مايتبعوش هاذيك لي متخلقة لي ساترة روحها الله يهديك ولي تجي تقلي ماخلاو لا لمتبرجة لا لمتحجبة نقلها كاين لي تمشي صح مريڨلا وخاطيها راها باينة,32,2020-10-15T10:22:11Z,p
119,Skiski Lakamora,http://www.youtube.com/channel/UC_LVca77NKfr4QMe1-Sen-g,صلاح الدين كي تهدر علا الدين سيدنا يوسف عليه السلام روح تبع قصتوا بلاك تديوها عبرة هدا ضعف شخصية وضعف ايمان,0,2020-10-14T19:40:55Z,p
120,ILHAM ASØ,http://www.youtube.com/channel/UCwGNm05gjYfRM5oDHw2A3OQ,روحي تخري اولاد بلادي تاج راسك,0,2021-02-01T19:37:36Z,p
121,Othman Karakhy,http://www.youtube.com/channel/UCaHWFSBAmHd16GCrtHVu8-A,يا مسخ ياخمج كم الناس لي رهم يهدرو عليك روحي استري ورواحي اهدي 2020,1,2021-01-29T15:18:42Z,p
122,سارة Sara,http://www.youtube.com/channel/UCE5YoleHSoF8W9u5dzVu4wQ,بلع فمك,1,2021-01-18T17:22:20Z,p
123,Raouf Raouf,http://www.youtube.com/channel/UC2vi5jitOu-ydaro66b8cXg,ياودي روحي يتوجه ليلفرك سفرة,1,2020-12-30T23:29:45Z,p
124,Imen Mahdjoubi,http://www.youtube.com/channel/UCbQBrgOJ9deiFsLHZVoZKGA,راكي تغيضي قط ولقا شحمة فايحة خمي بواش تلاقي ربي خمي تنستري قبل مايسترك الكفن,0,2020-12-15T21:31:43Z,p
125,Ya Hiya,http://www.youtube.com/channel/UCCkNp85utePXgHt-N9Ey8Mg,جايحة اسمحيلي بزااف,1,2020-12-06T21:48:28Z,p
126,عزوز جمال,http://www.youtube.com/channel/UCADuM1uvcs-mhQnklbRQmOQ,روحي روحي يلممهبول انتي اللي كنا نحبوها,0,2020-12-06T20:00:36Z,p
127,B M,http://www.youtube.com/channel/UCvrpvGCsPGVQfkgvLxZlbkA,ياوجه بق روحي تلعبي بعيد على الجزايريات وجزايرين رجال عليك وعلى وجهك,0,2020-12-05T08:43:49Z,p
128,Hafsa Barrbie,http://www.youtube.com/channel/UCtxk_Tf5irJ6xl7twafzZKw,ماتهدريش علا سيادك يا البايرة,0,2020-12-02T15:24:17Z,p
129,Biba Bida,http://www.youtube.com/channel/UCVrY72qhikyAvcqfrNLug_A,فيهم وعليهم ولعفون يشوف لعفون لمربيين وناس ملاح ورجال ماتشوفيهمش نتي خاطر لميليو نتاعك معفون يا معفونة,0,2020-11-30T12:47:37Z,p
130,Lionardo Donatelo,http://www.youtube.com/channel/UCM_PumMsQSggfqDOcIKyrPA,الله لا يوصل يدك لخدك يازريعة لمسوسة دكان كافيا كيفك تهدد على ولاد الجزاير,0,2020-11-26T14:40:15Z,p
131,rabahdz 47,http://www.youtube.com/channel/UCsswlr9elgOhvLrMjCXLhRQ,نتي مكيش مراة جزايرية روحي نحي سلسلة تاع صليب لي راكي دايرتها يالهوديا ترباي هدا كلام نوصلهولك انا من غرداية,0,2020-11-07T19:15:06Z,p
132,islãm islãm,http://www.youtube.com/channel/UCvjrE8_QFmpv0HpfOScyMtg,هذا وجه تقابلي بيه ربي جبهتك تقول صطاد تع 5 جويلية,0,2020-11-07T10:19:38Z,p
133,Aek Benhadi,http://www.youtube.com/channel/UCrD7wQ8p8xOqBsJ_TDSCNbQ,جبهتك لخرة ملي بديتي تهدري مايت بالضحك,0,2020-11-01T17:02:49Z,p
134,Hxy Uccu,http://www.youtube.com/channel/UCOdwlfettjdd9o22ukfzRRQ,روحي شو في روحك فالمرايا ختيتي,0,2020-11-01T02:52:25Z,p
135,ظل الصقر,http://www.youtube.com/channel/UCDVttCWGJfddPXkfxcKdScg,يالطيف وين وصلنا روحي جري على روحك,0,2020-10-31T00:13:08Z,p
136,رورو ايوية,http://www.youtube.com/channel/UCl5Do2KOQ3787T2CKvuz6sg,من قبل نكرهك زدت,0,2020-10-30T18:10:59Z,p
137,يسو يسو,http://www.youtube.com/channel/UCADJvoB6pTJvk4NCy1ScAyw,مدلي جبهتك نكتبك فيها اية لكرسي ونخلف سطر,0,2020-10-29T20:39:39Z,p
138,nouha guersal,http://www.youtube.com/channel/UCaPtgWXBK52dPJMDXMrejGA,روحي اجري على روحك شوفي كاش طبيب نفسي قوليلو يداويك,0,2020-10-29T17:11:32Z,p
139,Dou3a Bou,http://www.youtube.com/channel/UCj_evzz6GBsu8c1Gr7I9h2A,عالبلك بروحك تبهدلي بهدلتي بعمرك مفيكش ريحة الدين راجل يشوف لحم برا يطيحولو ريوڨ واش تربية هدي ربي يهديك ولا يديك والله بهدلتي بروحك منستعرفش بالي نتي بنت بلادي ديجا نقولك حجا لكان نتي ممربياش ودرتي ودرتي حنا الحمدلله تربينا على احسن اليدين اوكي ونزيد نقولك هذي استري جبهتك هديك لي خرجة تبهدلي ةليت نعفك والله تربية ناقصة كون نلقاك قدامي نرخسك نرخسك تعرفي كيفاه نرخسك نخلي ناس كامل يتفرجو فيك ونعتلك واش معنتها الريوڨ وتهدري على الجزايريين,0,2020-10-28T09:17:58Z,p
140,ikram Bengoua,http://www.youtube.com/channel/UCtscUALgTQHqALKlSxBW-7g,راكي تمعني بلي رجال قاع كلاب كي قلتي ريوق غير لكلاب لي يريقو روحي قلعي كيلو مكياج تاعك رواكي هدري معانا,0,2020-10-26T13:32:48Z,p
141,Aboukomay Thouam,http://www.youtube.com/channel/UCBNpg-4AfRgyUm63t2h-zmg,حاشا لي يقرا في تعليقي كون جا لخرا مليح ما يدور بيه الذبان معناها راكي خرية وناس بكري قالو الفم المغلوق ماتدخلو ذبانة معناها درتيها بروحك يا لعريانة ونختمهالك بهذي من جاور لجواد جاد بجودهم ومن جاور الارذال زاد عناه ومن جاور البرمة تطلا بحمومها ومن جاور الصابون جاب نقاه نتي ومثيلاتك كامل موسخين,0,2020-10-24T23:35:55Z,p
142,Mohamed Soualmi,http://www.youtube.com/channel/UC2I7bIgJyxgrQnlQOgmD63A,روحي شوفي كاش فيل,0,2020-10-24T17:33:45Z,p
143,Sadike Redmi,http://www.youtube.com/channel/UCYlZ-rG1yAzTAxRTQmHBw5Q,تقول فات عليك طركتور على وجهك جبهتك كي طاص,0,2020-10-24T09:39:04Z,p
144,Salim Haoui,http://www.youtube.com/channel/UCDUNIVxFz0PjNmonEsPE95g,ياودي روحي نت رايحا قع جبها وتهدري معفونا,0,2020-10-23T21:43:40Z,p
145,Yassmine Gadwar,http://www.youtube.com/channel/UCuOj1-Oe0A4RPoNN8dSOFTA,قع لهدره لي قالتها صح وعندهاا لحق نتوما ولا ادكم لي يقوول لحق وصح يوليي شيين تقبلو رواحكم وي نتم شعب تافه حاشا ولاد فاميليه وبناات فاميليه,0,2020-10-23T21:40:46Z,p
146,Sara Zitouni,http://www.youtube.com/channel/UCD4iZ8bPw9npB44olTQKDIw,كي شافوك تخلعو ڨوريلا هدي تفوه,0,2020-10-23T21:15:13Z,p
147,Art Of life,http://www.youtube.com/channel/UCaAkn_7ChTeeXs5yIKU-0kA,الرجل الجزايري لي عايرتيه وسبيتيه هو لي دار الحراك باش تعيشي في كرامة الرجل الجزايري هو لي راه في الجيش ومايرقدش حارس عليك باش نتي ترقدي هانية وتمشي في الطريق عريانة بكل امن,1,2020-10-23T18:57:52Z,p
148,مسلسلات رمضان جزائرية,http://www.youtube.com/channel/UCTnAd3C5BrwFfNMLi6W2pmQ,تفوه خماج فسدو لبلاد,1,2020-10-23T19:11:56Z,p
149,Smail Douha Chourouk,http://www.youtube.com/channel/UCQZx8sGJCL9V4m-n3255csg,والله عندك الحق حاجة باينة يقعدو يخسرو فيها باسكو اول مرة يشوفو فرعون على الارض تفو بيها عمبالها راها باربي مونية,1,2020-11-02T07:58:19Z,p
150,ANIS ODN,http://www.youtube.com/channel/UCXuLw8OogUjFZbEeZOQtCUg,نتي معرفتيش تهدري سبيتي الرجال نقول لك وعلاش مخلوعين الناس لا خاطرش جامي شافو وحدة لابسة هاكذا علا خاطرش حنا مسلمين او غير هادوك المسيحيين لي يلبسو هكذا او هما موالفين يشوفو هكذا ملي زادو او هما يشوفو حتا كبرو ما عندكش الحق تهدرب علا الشعب تعنا احشمي حبيتي يطبقو واش قلتي روحي للخارج او ماتشوفيهمش يشوفو فالناس نتي مسيحية مشكيتش بلي مسلمة تحسبتلك كي نشوفك نتخلع طز نندب عليك انا خيرمنك الف خطرة نتي مجرد انسان كيما حنا او ممثلة هذا مكان روحي المرايا او نحي المكياج او ديري حجاب استري روحك العيب تاعك او روحي تصلي او ادعي لربي يغفر لك,0,2020-10-23T15:57:05Z,p
151,Lina Malak,http://www.youtube.com/channel/UCm9XGdZ1uJ-SldAVXNb5ypQ,تعيفي ولله ادي وجهك روحي,1,2020-10-23T11:10:27Z,p
152,Redouane Haimer,http://www.youtube.com/channel/UCh1P3k4DfHxtfIoo_0xdXRw,اعدلي وجهك تهدري تشكلي في وجهك واش دخلك كون جيتي درتي القصاص قاعدة لكان لتشراك الفم وجهك نتاع دزاير تحشمي بعرش,0,2020-10-23T10:47:42Z,p
153,Hamam Djilali,http://www.youtube.com/channel/UC-yj19AiCFmaagiaTa0Wcaw,روحي نحي الحب اللي في وجهك والله ما فهمت انت شكون اللي يشوف فيك,0,2020-10-23T10:14:14Z,p
154,amira hamlaoui,http://www.youtube.com/channel/UChfHhyDxpI2zX-6HFnpn-ag,تعيفي صح والله غير نشوفك قلبي يدور عليا راح نرجع والله يا هذيك الجبهة اللي عندك والله نقولك حاجة وحدة راكي مونك تكحال والله مونك صح على بيها تهدري هكذا الجزايريين مالقاو على من يريقو يريقو على امثالك نتي يا بوجبهة نصيحة مني روحي طلعي شعرك امسحي الماكياج روحي المرايا شوفي تراه هذاك وجه يريقو عليه الناس و زيد تقولي القصاص وش داك لحاجة ماتعرفيش فيها خاطياتك الدين خليه في بلاصتو ديجا كي يحبو يطبقو لازم يجلدوك نتي الف جلدة يا موسطاشة,1,2020-10-23T09:13:53Z,p
155,MASTER BIJOU,http://www.youtube.com/channel/UC6CLUzV8OFFkY_QJo6YAAuw,0 28 دايرة كي المهراس ياربك تقول حبة باذانجال,0,2020-10-22T23:54:46Z,p
156,مسلسلات رمضان جزائرية,http://www.youtube.com/channel/UCTnAd3C5BrwFfNMLi6W2pmQ,كل واحد كيش تربى مي كانت قادرا تلحق الميساج ياحترام بصفة اخلاقية,1,2020-10-22T22:15:25Z,p
157,haddad karim,http://www.youtube.com/channel/UCWVG_GscjYdu816BgUuoSSA,وحدة كيما انت لوكان تكوني عريانة قدامي كيما خلقك ربي يا والله بدبوس مانقيسكش,0,2020-10-22T20:33:38Z,p
158,مسلسلات رمضان جزائرية,http://www.youtube.com/channel/UCTnAd3C5BrwFfNMLi6W2pmQ,عفن واش مالفن هادو حابين يرجعونا يهود فسدو كامل لبللد بالفسق دعارة كاسيات عاريات تفوه,0,2020-10-22T22:19:34Z,p
159,Amal Amoula,http://www.youtube.com/channel/UCvZi1MJCSZF2IFRXAtNm8Ng,على عام شيفا روحك وحسب روحك حجا ونتيا ولله خرية خرمنك شكون نتيا حتى تهدري على ولد بلدي استري روحك يا متستهليش انك تكوني مراة جزايرية,1,2020-10-22T20:00:10Z,p
160,Walid Hammou,http://www.youtube.com/channel/UCJslgeyunPwh8ip25pj2W9A,روحي شوفي جبهتك مبعد هدري,1,2020-10-22T18:24:24Z,p
161,meriem 2021,http://www.youtube.com/channel/UCWryNqbSmqsVnYNUISEnT-Q,كلامك صح الي معجبوش حال كاين حيط ماشي متربين مرخس مزدوجين شخصيه,6,2020-10-22T17:42:49Z,p
162,Maram oum Ali,http://www.youtube.com/channel/UCvlO7JSMHJdAXV-UsDL1HMQ,الله يهديك يا بنت الناس روحي راجعي روحك صفي روحك من بعد رواحي هدري على الرجال تاع البلاد,1,2020-10-22T17:07:07Z,p
163,houda bachirbey,http://www.youtube.com/channel/UCm4WTiZqloyQDcgapRh--aw,واه نيشان مكبوتين بهدلونا تفو عليهم,0,2020-10-22T16:23:37Z,p
164,محمد عمارة,http://www.youtube.com/channel/UCbOOj9jFZFdWm1y_H12NyNw,روحي تعطي على روحك شاب لفقير فينا يشريك علاش نتي شحال تسواي,0,2020-10-22T12:45:11Z,p
165,Saida Hadjahmed,http://www.youtube.com/channel/UCE56w5TZBT73KRLx1qP1msA,اولاد الجزاير رجال مش من حقك تسبي خاوتنا انت بنت من باباك خوك من وين جايين من المريخ ياك حتى هما جزايريين كل شي نقبله مي انك تسبي تجمعي مانقبلوهاش على الاقل لو كان جيتي فاهمه متربيه تقولي بعض زيد تقولي ككنت راكبه قي طنوبلتي مخلوعه زعمه تبيني للناس بلي عندك طنوبيل اطلقوني عليها نبششلها الشعر,1,2020-10-22T11:44:01Z,p
166,RaHma Guiassa,http://www.youtube.com/channel/UCMeZgYk-lU93xAR-GaeKLnQ,ياو هذا كامل باه تقلكم اي اميرة شرات طاكسي بالفومي ها باركولها خليها تسكت علينا خرا هاذي,0,2020-10-22T11:43:13Z,p
167,Boualam Nasredinne,http://www.youtube.com/channel/UCYFNHOOzTgziRrNHk24ir_w,روحي قلعي الماكياج شوفي روحك فلمرايا شوفي راسك شعال غليض شوفي شكون غادي اريق عليك نساا الجزاريات مسلمات متحجبات لو كانو مشي متحجبات لكن يحشمو يخافو لله جال تعرفي الي ريقو عليك من صفاتك انت معروفين لكنهم محترمين بحبو بلادهم مسلمين طحب الاسلام كرهت او ابيتي ولحضتي كم عدد الفيدوهات التي ردت على كلامك الساقط تحيا شبات شبان الجزاار المسلمين,0,2020-10-22T10:16:10Z,p
168,ŤHĘ QĔÛŮŅŇ,http://www.youtube.com/channel/UCsqKIFCCAsqkCXEt76_uRkg,خانزة الله خالب,0,2020-10-22T02:46:19Z,p
169,Bensalem Bensalem,http://www.youtube.com/channel/UCR34rK9R-otZYkqZOn4v4yg,تافهة روحي احتشمي واستري روحك خيرلك ماتخلطيش فالرجالة,0,2020-10-22T00:02:00Z,p
170,سلطان محمد الأمين,http://www.youtube.com/channel/UCIbzLrsW8RBbihk3pQxi96A,المهم رفدو يديكم معايا روحي كيما هولتينا الله يهولك امين ان شاء الله ينوض الحبوب في راسك امين الله يربطك على زواج الضنايا الله يخليك ضحك امام الاجناس,0,2020-10-21T23:57:17Z,p
171,oum Mohamed,http://www.youtube.com/channel/UCgGGCQHmKldnMSU6Yc2_RYw,ماتحشميش على روحك انت عندك مطار زناة الشاب الجزايري الي ماهوش عجبك تصيبيه غي هو وقت الشدة يخي حاسبة روحك فنانة شاتكوني انت باش تعايري الجزايريين قلة التربية مع الاسف ياخي يلا عندك اخت خافي عليها ويلا عندك اخ او اب حاوليلو على الشرف نتاعو هو ايضا جزايري,0,2020-10-21T23:45:30Z,p
172,منتصر معتز,http://www.youtube.com/channel/UCQA2Id32u0enxayaKUw-ucQ,يوحدة رخيسة رجال لي تهدري عليهم هم لجبو ثورة رخيسة,1,2020-10-21T22:23:53Z,p
173,Mina Minette,http://www.youtube.com/channel/UCeaI6-LA2N7aBzoMEBFI7EA,مستحيل تكوني امراة مسلمة روحي استري روحك,0,2020-10-21T21:07:46Z,p
174,bibi Mouh,http://www.youtube.com/channel/UCY4TiSeSNdDQSaY2LG2b5PA,واش من مستوى عندك وشكون الحلاب لي دخلك للسينما دزاير معمرا بالزين انتي ما نعرف منين جابوك ما عندك حلاوة ما عندك زين باه نريقو عليك قداه نكيلو ماكياج دايرا يا جايحة روحي شوفي روحك فالمرايا كلون اقسم بالله العظيم انا كون دجيني بلاش ما نقبلش بيك يا جايحة تلحقي انتي سهيلة معلم زين وحلاوة تربية ربي يهديك,0,2020-10-21T18:25:23Z,p
175,ayoub ayoub,http://www.youtube.com/channel/UCeyrjlPh5yVMmWjQCMBAMew,تسبي فالرجال ونتي متسواش ستري روحك ومبعد اهدري على الناس,2,2020-10-21T16:55:49Z,p
176,Malek malek,http://www.youtube.com/channel/UCa8J5A3X6XK0xLjCEYbVLIA,اي روحي تخراي,1,2020-10-21T16:24:56Z,p
