,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect
2107,Sirin Mokaddem,http://www.youtube.com/channel/UCJw3So2ZCylw2MvluKKkU2g,ماتعرفش كامل تهدر هدي هدرة تقولها على ولاد بلادها ربي يهديها نشاله,1,2020-10-23T09:22:41Z,n,
2108,N o,http://www.youtube.com/channel/UC0EKD-5FuB6Bs_SYffjku9g,لاحول ولاقوه الا بالله العلي العظيم,0,2020-10-23T09:13:35Z,n,
2109,zino zino,http://www.youtube.com/channel/UCydb01oXTsHMkm94BJwu-8w,الجبهة تاعك تغطي ڨاع سما,0,2020-10-23T09:09:02Z,p,
2110,3islam Dahmani,http://www.youtube.com/channel/UCYE04WgpDckLEZyISjWbIWA,مونية ننصحك روحي شوفي وجهك مليح فلمرية ومبعد اهدري على الجزايرين متلحقيهمش حتى رجلهم,3,2020-10-23T08:38:11Z,p,
2111,Taha Zeghida,http://www.youtube.com/channel/UCzSWMKmmiPSteGvG0BuB8Pw,مونيا اسمعي مليح كنت نشتيك اناخويا ماهوش حيوان الحيوان هو الي يهدر على خوتوا بقي الستر على روحك على الاقل مدي الصورة المثلى للفتاة الجزايرية راكي عدتي تلبزي وتخبزي اتقي مولاك وكي تصرالكم حاجة تقولوا ضلمونا الفم المغلوق ما تدخله ذبانة يا اختاة عيب ما ستنيتوش منك اعتذري بسرعة الشباب دمهم سخون وكل واحد كيفاه رايح يفهمك الور كلام كيما هذا يعاقب عليه القانون قل خيرا او اصمت او رانا في غابة الله يهديكن,0,2020-10-23T08:34:40Z,p,
2112,تعلم وفهم أساسيات القواعد اللغة العربية,http://www.youtube.com/channel/UC2N0wwry8VfZ3s6m8howF9Q,كشاب جزايري والله ان اتيسف ان مونية بن فغول جزايرية ومسلمة والله يهدي ماخلق,1,2020-10-23T08:15:11Z,n,
2113,فرح فرح سوسو,http://www.youtube.com/channel/UC0pDq1r04gym4hBkXDFBClw,كي تعرفي تحكي نحي الخاتم من اصبع الشهاد انتي وحده شيطان عليك العنة,0,2020-10-23T08:09:47Z,p,
2114,إبنك يا جزائر,http://www.youtube.com/channel/UCZtd947zinPzlI3s7CrBgBQ,روحي استري روحك يا خامجة,0,2020-10-23T08:01:17Z,p,
2115,Hanifa Maamri,http://www.youtube.com/channel/UCn2WEh_kVl7xh_BCHhw8BWA,صلي على نبي,1,2020-10-23T07:55:57Z,n,
2116,Mus Tapha,http://www.youtube.com/channel/UCu1ckQcWD-9oe62GsBdJCzw,اللهم صلي وسلم وزد وبارك على سيدنا محمد وعلى اله وسلم,1,2020-10-24T21:29:10Z,n,
2117,karima Bounoua,http://www.youtube.com/channel/UCCCNeUZbqf1UxFSuxY-kU1Q,والله غير عندها لحق رجال كامل هكذا تلقا 2 لي ماشي هكذا والله قاع هكذاك مكبوتين جنسيا,0,2020-10-23T07:55:29Z,n,
2118,Benlahcen Khalil,http://www.youtube.com/channel/UCSQ9BKGQMb2S6jhXnh9hmzA,لادياري,0,2020-10-23T07:39:33Z,n,
2119,Yacine Yacine,http://www.youtube.com/channel/UC6mcTgYiU07iUVd0nLx2y7w,ترڨدي شوي قليل,0,2020-10-23T06:29:38Z,n,
2120,Lacrim Barofan,http://www.youtube.com/channel/UCXLTitO8QCNYpNR9a1tuKlQ,خوتي شفتو واشنو معلق فالسلسلة تاعها ولا غير انا نعسان,0,2020-10-23T06:28:56Z,n,
2121,Mii Moi,http://www.youtube.com/channel/UCDljcPBRPOFqkntDf4w2-gQ,لوكان ما شافوش الشكشوكة لي راكي دايرتها في وجهك ما يتعجبوش ياو الجزاءريين دايرينك تمسخيرة برك ماراهمش لا مخلوعين بيك لا والو,0,2020-10-23T06:23:57Z,p,
2122,Minzel Coco,http://www.youtube.com/channel/UC__oFvuU1-pWEQkqm7ubeQg,اانتي 0,0,2020-10-23T06:21:13Z,p,
2123,مصطفى عدنان غربي,http://www.youtube.com/channel/UCiwg_KbF8BGPnQdIABH1FLw,ياوجه كاويتشو,0,2020-10-23T06:06:35Z,p,
2124,Douakh Amar,http://www.youtube.com/channel/UCEwYK2pjRGElnhVgyWW3WJw,20 دورو مصدي,0,2020-10-23T05:37:03Z,p,
2125,boom DZ,http://www.youtube.com/channel/UCRI-_wLuwek6YiKapnlzQmw,بصح كلامها صح فواش تعجبتو,0,2020-10-23T04:24:33Z,n,
2126,Amina Boukhiet,http://www.youtube.com/channel/UCYwndZrkF-Vp-oqK-g3ML3A,بالنسبة ليا كلامك صواب لكن مجمعيش باش ميزعفوش عليك ولاد بلادك كاين ولاد فاملية وربي اامر بسترة,0,2020-10-23T03:09:29Z,n,
2127,waterlili sarah,http://www.youtube.com/channel/UCMo_B6vjuejKwQ2Q9FW_YFA,نستعرف بيها,0,2020-10-23T02:46:06Z,n,
2128,Amira mira,http://www.youtube.com/channel/UCDiRublbBoZrFkkiW0XqFpw,فرطاسة ولا تعرف تقصف,0,2020-10-23T02:10:09Z,p,
2129,Mî Ñøü,http://www.youtube.com/channel/UCd4jL6KcdSKHeagVSJagQvw,نتي اقسم بالله العظيم شيفونة نمسح بيك لاسومال تاع سباطي ومانقبلكش شايفين وعايفين ونتي ومثالك قد ماتهزي راسك توشي في سباطي مليح,3,2020-10-23T01:47:45Z,p,
2130,Gharassi Ayoub,http://www.youtube.com/channel/UCA29crkZs-x_xHQ8mDGoP1g,نتيا خانزت الكيل وط تعايري,0,2020-10-23T01:26:53Z,p,
2131,Gharassi Ayoub,http://www.youtube.com/channel/UCA29crkZs-x_xHQ8mDGoP1g,جبهتها قداه تحسب تيمومة,0,2020-10-23T01:24:00Z,p,
2132,SAMIR DAMRI,http://www.youtube.com/channel/UCkVEA3mOTasnWiQ70DH7oKg,تاع وجهك تقدري على ليزارجيان يا المسطاشة,0,2020-10-23T01:02:09Z,p,
2133,Chaima LA breunatte,http://www.youtube.com/channel/UCICescVl1Xq7WKE6R87DAnQ,الله يهديك قبل مايديك يعطيك تعلمتي تمكيي روحي ياك تغسلي وجهك غير عندالحفافة يماك ومتعرفكش بلا مكياج,2,2020-10-23T00:38:07Z,p,
2134,جلنار الجزائرية,http://www.youtube.com/channel/UCXLYBHaIt79gSPr15S5xVFQ,بصح حنا الجزايريين دايما ننتاقدو في بعضانا علاه غير كي هدرت هي غاضكم الحال هي كلامها واقعي فقط انا ما نوفقهاش في حاجة وهي الحجاب السترة عدا عن ذلك هي محقة مع العلم ما نحبها ما نكرهها ما تعنيني في شيء,0,2020-10-23T00:35:12Z,n,
2135,Slimani Slimani,http://www.youtube.com/channel/UC95O9b_9t6YBUPJsyO0rr4g,علاه تكذب,0,2020-10-23T00:10:01Z,p,
2136,Kami Kami,http://www.youtube.com/channel/UCvIxYvgOQMEK-BI7QVAm-cQ,الطفلة ماقالت عيب عندها الحق تريقو في الواقع وتسبو فلنواقع,0,2020-10-23T00:06:08Z,n,
2137,Fofo Koki,http://www.youtube.com/channel/UCZlVDrgwHGGwb0bqTrTvggg,ارحمي روحك من النار وستري روحك خير المومن يبدا بنفسه امرك اذهل العالم,0,2020-10-22T23:54:50Z,n,
2138,MASTER BIJOU,http://www.youtube.com/channel/UC6CLUzV8OFFkY_QJo6YAAuw,1 33 دايرة كي المهراس يا ربك تقول حبة باذانجال,0,2020-10-22T23:52:15Z,p,
2139,Moussa Moussa,http://www.youtube.com/channel/UCHKNAQpNE96iaZfpdOT0UtA,رسالة الى صاحب القناة تعيي القلاوي,0,2020-10-22T23:47:19Z,p,
2140,لهيب العرب الأقصى لنا,http://www.youtube.com/channel/UC43SCX_-BlkmlJWMR1H9MqA,هذي حاسبة روحها راح تصلح المجتمع بهذ الهدرة هي معلبلهاش بلي راهي هي الفازدة لكبيرة كون تحكمي دارك تتهلاي في ولديك خطاك علبالي نتي لي يديك يباصي عليك عندك لسان تاع لفعة يطلق غير السم,0,2020-10-22T23:44:48Z,p,
2141,hadjer hadjer,http://www.youtube.com/channel/UCtPSzGPpbiDAt68ItxKWKag,الله يحفظك قوليلي هدوك الظفار دي يديك راك تصلي بيهم جاوبيني,1,2020-10-22T23:35:05Z,n,
2142,Wassi Ta,http://www.youtube.com/channel/UCMtawJ8P8RzX6LMEreSfFOg,انا مفهمش هي هضرا عادي وهضرت على مجموعة من الناس ونقدر نقول اللغلبية,0,2020-10-22T23:26:01Z,n,
2143,el hadi youtuipars,http://www.youtube.com/channel/UCSlqqVq9qBtrrnq-4UnkgSw,الله يهدي كل مومن,0,2020-10-22T23:24:58Z,n,
2144,Rachid Bno,http://www.youtube.com/channel/UCUGKyI7mR-bxNmO0reJEHSg,والله ما يوڨفلي عليك,0,2020-10-22T23:22:54Z,p,
2145,Besmat Amal,http://www.youtube.com/channel/UC-ISxsh8i6OG_rl_JkLI0jg,ماكيش متربية شوفي كاش مدرسة تعاودلك التربية والرجال لي راكي تحكي عليهم هومو الاسود نتاع الجزاير بصح ماتحشميش,0,2020-10-22T23:20:38Z,p,
2146,Driss Hatim,http://www.youtube.com/channel/UCxj3Wwtv0gTbqv6hH4xiJoQ,بربي قالت الحقيقة,0,2020-10-22T23:08:47Z,n,
2147,مروشـه مروشـه,http://www.youtube.com/channel/UCA5OFGk-sNIAnoqN_OqTDMg,هدرت الصح ومكدبتش انا محجبة ولبستي مستورة وكلش حمد الله ياربي ومسلمتش من ديناصورات لي حيطيست لي قاعدين فطرق يتفرجو في خلق ربي ويخرجو فالكلام على الناس هدوك موش رجال حاشة الكباش الكبش عالاقل حيوان يستفاد منو العبد مين هدوك الفية تع الحيوانات اقسم بالله كون يقولولي اتمناي حاجة نتمنى نقطعهم ونحرقهم ونرميهم للكلاب لعنة الله عليهم هدا مكان عقدوا الطفلة في حياتها عندي فاميلتي طفلة صغيرة سبع سنين والله العظيم كانت تروح تقرا تجي تبكي وحدها وتخاف تهدر علاه حتى جا نهار قلت والله منطلقها حتى نفهم مسكينة جارهم متزوج وعندو ولادو قدها يضل يتبع فيها بالطوموبيل ويهدرلها هدرات خماج كيفو تجي تجري تبكي هبلت ياعباد ربي علاش لي مكبوت يتزوج يلعنتلاعلييه ماخليتو صغيرة لا كبيرة لا عجوزة ياربي عجوزة اغتصبتوها معزة ياربي العزيز وغتاصبوتها تخمامكم غير الجنس اترباو على وجه ربي اترباو مش كلش تلصقوه فالطفلة هي السبة حيوان معزة تاني اتيراتكم كانت مش مستورة ياك منيش ندافع على لبنات لي يعرو رواحهم ويخرجو مي بزااف مش كلش لمرة لمرة لمرة قتلكم انا محجبة نلبس مستور الله مامنعت ختي متجلببة منعتش من لكلاب لي يطاشو فالطريق يخزرو مع نساوين انقرضوا ربي يديكم نشالله,0,2020-10-22T23:06:00Z,p,
2148,بوعلام عبد الرحمان,http://www.youtube.com/channel/UCs13ZWeaWLUcuEtAsTme9mw,زمن البغايا الغواني,0,2020-10-22T23:00:11Z,n,
2149,Abdo Ben moussa,http://www.youtube.com/channel/UCzXvXsmC30Jcxj6WPW-MV3w,تربحيي الشعر والله وراكي ڨبالي نكتلك بلحرام ماتشفيني نتي بعدا دايرا كالتفوه تقولي حنا حيوانات يانتيا بالنسبة للجزايريين قعرة نتي والو حاش بنات بلادي,0,2020-10-22T22:52:53Z,p,
2150,Adel Adel,http://www.youtube.com/channel/UCjP6nfqa_7Nz_2ZV-xWj32Q,انا جزايرية ونقولك عيب عليك تتكلمي على ولاد بلادك هذا الكلام الرجل ااجزايري مكانش كيفو في هاذ الدنيا حنين وكريم اصيل انا استاذة لاني متربية واحد ماتبلاني رغم اني صغيرة بصح متمسكة بحجابي اخلاقي صفاء وجهي انت متوصليش تربية اخر رجل جزايري,2,2020-10-22T22:39:44Z,p,
2151,Lina Love,http://www.youtube.com/channel/UCzf7qVCVN9-ImOCiYVndjcw,جبهتك تطل على غدوة تقول تيمومة كي يتقص الماء نعيطولك نتيممو بجبهتك,0,2020-10-22T22:39:03Z,p,
2152,ادم قطار,http://www.youtube.com/channel/UCgmTS9nQ3jdCRl9cgVL8F0A,يا مونيا لي حاسبة روحك حاجا ونتي متسوايش خمسمية فرنك حطي رجليك في لارض قبل لا طيحي ويروح راسك يا الجبرية يا المتخلفة لي حسبة روحك تقراي فغونسي ونتي راكي زيغو ومدريش قيمة روحك كثرمنك رحتي لباريس ومدرتيش اهمية للدين الاسلامي روحي استري روحك ومبعد ارواحي حلي علا فمك,0,2020-10-22T22:33:25Z,p,
2153,khalil souadji,http://www.youtube.com/channel/UCx39BwlM55kCYJtgmFb-_Yg,انا مفهمتش كيفاش نتي تلبسي دجين مزير وتعري ودزيد زوج كيلو تاع ماكياج صدرك وبغيتهم مكابروكش,0,2020-10-22T22:32:27Z,p,
2154,شكوبستان شكوبستان,http://www.youtube.com/channel/UC9wQKXNGeoGLFBBeIfmv-Pg,هي حبيتو الصح هي هدرت الواقع واش قالت كامل كاينا منها مانغطيوش الشمس بالغربال رانا نسمعو فتاة بالجلباب تغتصب بالجين تغتصب بالحجاب تغتصب يالجماعة اخطيكم من التنوفيق,0,2020-10-22T22:28:41Z,n,
2155,moussa Bk,http://www.youtube.com/channel/UCzRT565VtWqlDnpx5OPP2fA,مخصكش شتين كيلو نتاع زرع,0,2020-10-22T22:28:08Z,n,
2156,Anissa Biumeziane,http://www.youtube.com/channel/UCioZHjnKPxPT-1mU2E12HeA,مونية رانا في بلد اسلامي التزمو بالحجاب قبل مايفوت الاوان,0,2020-10-22T22:21:07Z,n,
2157,Mohamid Islam,http://www.youtube.com/channel/UCw5TsPitZIQdz51vUIqgdOQ,انتم كي يهدر واحد الصح يولي ماشو مليح عيب عليكم كل راجل يحشم على اصلو او يتفكر بلي عندو ام اخت زوجة وبنت كما تدين تدان ادي دنيا او كاين رب سبحانه,0,2020-10-22T22:18:19Z,n,
2158,bilal bilal,http://www.youtube.com/channel/UC4IKfditpPaRWSox8PF-evA,اذا لم تستحي ففعل ماتشاء والحديث قياس,0,2020-10-22T22:17:59Z,n,
2159,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,صراحة كاينة فية من البنات ماتحبش واحدة اكثر منها في الجمال اذا مصدقتونيش اقراو التعليقات رايحين تلقاو واحدة تقولها مدايرة زوج قناطر مكياج والاخرى على لبسها حسبي الله ونعم الوكيل حنا في موضوع هما في موضوع اخر,3,2020-10-22T21:59:45Z,n,
2160,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,سامحوني بصح هي ليست جميلة,0,2020-10-24T09:45:52Z,n,
2161,Khira Benabdallah,http://www.youtube.com/channel/UCDgQmXoZyJLBLRvbUB47HNw,عندها الحق الله غير راني لابسة جلباب نخرج مع راجلي وولادي مندير والو في وجهي يشوفو فيا سعات في الطونوبيل يحبو ياكلوك بعينيهم,0,2020-10-22T21:54:17Z,n,
2162,Miloud Bouzemi,http://www.youtube.com/channel/UCAOWKGZtk2wR5H_II62mmXw,لكن ليس الجميع فية معينة,0,2021-03-31T16:36:11Z,n,
2163,Younes Younes Younes,http://www.youtube.com/channel/UC4p0K4-sSdVaP1WpHG4drzw,بلاك رهي نسات باه تقول حاشا لي مايستهلش ونتوما كبرتو القصة حاشا لي ميستهلش راني قلتها ه,0,2020-10-22T21:47:03Z,n,
2164,Hinks Ben,http://www.youtube.com/channel/UCW7FIEIqsVKfU3JXPMrEasw,موراليس تحكي على شباب الجزاير راهي تحكي على البانديا السوفج الخماج المكبوتين,0,2020-10-22T21:46:19Z,p,
2165,Hinks Ben,http://www.youtube.com/channel/UCW7FIEIqsVKfU3JXPMrEasw,عندك الحق بل مونيا,0,2020-10-22T21:44:50Z,n,
2166,بوش حاكي,http://www.youtube.com/channel/UCAi1GTOmvzqbJPESRS4SncA,هذي شحال عندها ماحففتش,0,2020-10-22T21:42:46Z,p,
2167,Chahra Haddad,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,واش قالت عندها الحق غزاتلهم لي يقول الصح ماشي مليح انا علبالي سبت صح هي قالت الصح تفهموا مليح قبل او بعد اهدرو,0,2020-10-22T21:41:07Z,n,
2168,MOHA,http://www.youtube.com/channel/UCRfT-t5KZ1Cr0TQBjmccWHA,تسمعي ددين كلاش,0,2020-10-23T21:46:59Z,n,
2169,Chahra Haddad,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,قالك مايحس بالجمرة غير لي عافس عليها والحديث قياس,0,2020-10-23T21:45:46Z,n,
2170,Chahra Haddad,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,يارحم باباك خطيني يا وليد الناس منيش فارغة شغل مدابيك روح التى بروحك انا متعرفيش باش تخسرلي من لخر ربي يهديك,0,2020-10-23T21:44:23Z,n,
2171,MOHA,http://www.youtube.com/channel/UCRfT-t5KZ1Cr0TQBjmccWHA,مونيا والبنات الجزاير لي دفعو عليها لايمتلون بنات الجزاير,0,2020-10-23T20:28:15Z,n,
2172,Chahra Haddad,http://www.youtube.com/channel/UC29LTvmp78e8X65KRCveh0A,انا مسمعتهاش تسب وحدة وثانيا وهي الاهم مات تعرفني باش تقولي نحب مكياج علاش شفتني انا شابة بلا مكياج وهاي الهدرة العيانة لي دايمن تقولو ماعندناش ثقافة انا عطيت راي مسبيت حتى واحد انتا شوف واش واجبت ربي يهدينا,0,2020-10-23T20:22:22Z,n,
2173,Mariya Mimi,http://www.youtube.com/channel/UC3eYAlQxmx6Iv5gAoz5297Q,انتیا حاطة روحک حاجة انتیا ماکاش قاع تهدري علا الرجال ونتیا نسیتي روحک یاوحد الجاهلة الله ایذلک حسبنا الله ونعم الوکیل یالجاجة الجاجة خیر منک,0,2020-10-22T21:22:43Z,p,
2174,Abdelkader Aek,http://www.youtube.com/channel/UCBxrKtC_ji48na2Jjwg486w,قبل ما تهدري على ولاد بلادي سقمي جبهتك لي نشوفها تحسب راني نشوف وجهي في تارمو تع قهوة دايرة كي,0,2020-10-22T21:15:57Z,p,
2175,Yacin Yacin,http://www.youtube.com/channel/UC-7yhrPeO2wjuVO0e78_tPg,سوق لخماج,0,2020-10-22T21:12:25Z,p,
2176,Yacin Yacin,http://www.youtube.com/channel/UC-7yhrPeO2wjuVO0e78_tPg,اعلام العار الي دارلكوم قيمة ولكن مستواكم منحط,0,2020-10-22T21:12:04Z,p,
2177,Wissal Boussara,http://www.youtube.com/channel/UCP1vIOt7v4NSqiSsr9sV4cA,مونيا ترباي,0,2020-10-22T21:06:39Z,p,
2178,Samsung Sung,http://www.youtube.com/channel/UCtO9Zxdp-ribrfnUGhsikUQ,وين المشكل تكلمت بكل صراحة قالت واش موجود في الشارع ماكدبتش,0,2020-10-22T21:03:57Z,n,
2179,kouka touta,http://www.youtube.com/channel/UCuFZVhFtEmteEXX1nRV9xJw,انا كلامها عجبني صراحة مانكذبوش على رواحنا هذي هي حقيقتنا,0,2020-10-22T21:02:27Z,n,
2180,la terre sainte,http://www.youtube.com/channel/UCQMEe5q6lwUo5znhY7x58Yw,سمحيلي بصح بكل صراحة انت ماتوقفيهوليش,0,2020-10-22T20:59:40Z,p,
2181,Walid Khadri,http://www.youtube.com/channel/UC1doWyKH_lXFRPSob4MaPRw,الله اكبر ما هذا التكبر اتستعيبي في الخالق اوالمخلوق اليوم عمل بلا حساب وغدا حساب بلا عمل ايتها الاخت المتكبرة استغفري ربك الذي خلقك ذنب بينك بين الله يغفرلك امابينك وبين عبد لغفران لك حتى ياخذ حقه كل انسان يتكلم عنه فعله نصيحه لكي يا,0,2020-10-22T20:47:33Z,p,
2182,جمان محمد,http://www.youtube.com/channel/UCEKn7EwY8JMPHW7vHVta_fw,حاشاك حاشاك الشعب الجزايري احسن الشعوب فوق الارض ياك لااكمل لانك لا تستحك هذه الكلمة بل اقل من هذه الكلمة,0,2020-10-22T20:46:45Z,p,
2183,rahma sohaib,http://www.youtube.com/channel/UCgUmA1KhMI9mVil4wixP9dA,نحي الماكياج اخرجي برا اببزقيلي على وجهي اذا ماقالكش كاش واحد ارا قارو يا خو,0,2020-10-22T20:46:13Z,p,
2184,ABDU DHM,http://www.youtube.com/channel/UCNrg_-fA_6Jw5H3jqzwoDxg,واش تحلبتي,0,2020-10-22T20:44:16Z,p,
2185,Iskandar Rabei,http://www.youtube.com/channel/UCZLtPCKlfq6C5OrnwZ8qZpw,استري روحك يا جايحة,0,2020-10-22T20:44:08Z,p,
2186,rahma sohaib,http://www.youtube.com/channel/UCgUmA1KhMI9mVil4wixP9dA,نحي الماكياج اخرجي برا ابزقيلي على على وجهي اذا ماقالكش كاش واحد ارا قارو ياخو,0,2020-10-22T20:43:13Z,p,
2187,جمان محمد,http://www.youtube.com/channel/UCEKn7EwY8JMPHW7vHVta_fw,انت حاشاك والسلام,0,2020-10-22T20:43:06Z,p,
2188,قناة الشبح Hossam,http://www.youtube.com/channel/UCIdvYWOvCsyIJGTJuZWAYAg,وجهك عڨبة وانا عيت,0,2020-10-22T20:39:02Z,p,
2189,Zahir Ouazene,http://www.youtube.com/channel/UCa7s2-4WNo45PXxVxLLg-Bw,انا والله نتضامن معها لان ماقلته حقيقة نحن الرجال عقولنا في زبوبنا لعجوزة ماتلڨناهاش مخلوعين وكوافا صح ودزو معاهم,1,2020-10-22T20:27:25Z,p,
2190,haddad karim,http://www.youtube.com/channel/UCWVG_GscjYdu816BgUuoSSA,خليفة كي مداير بيريك يا بن عمي يا خليفة خويا يخي وصيتكم زعمة انت ودخي لي معاك ماتقباحوش بالديقيزاج راه العالم فايقلكم يا خليفة,0,2020-10-22T20:25:12Z,p,
2191,Brahim Hamro,http://www.youtube.com/channel/UCU0wxjFpqXVlmiNuMLBaHfQ,ياخي طالوشة,0,2020-10-22T20:22:03Z,p,
2192,Liza Cedricfirier,http://www.youtube.com/channel/UCsNmRwxPW3wHu96SvEbfbOQ,واش قالت مقالت والو هدرت الواقع ماكنتش تجمع بالك كانت تهدر تلقايي بلا تقصد,0,2020-10-22T20:20:31Z,n,
2193,عبد الحليم,http://www.youtube.com/channel/UCF8fHb21gOw8BQKpDz3YmBQ,عجبني هذاك السيد اللي قالها جبهتك جاية كيشغول عڨبة هذا العڨبة اللي عيات الشاب خالد في طريڨ الليسي,0,2020-10-22T20:19:42Z,p,
2194,Mouh Lhfaf,http://www.youtube.com/channel/UCQyoH8EE3DZ4_8hu-uSURGA,باينة بلي كار تركبي بزاف,0,2020-10-22T20:18:17Z,n,
2195,Karima Sebti,http://www.youtube.com/channel/UCEMEZT3GleJqiaRuVBIy20g,نرمال متبرجة كيما انت محقهاش تعيش في بلد مسلم,0,2020-10-22T20:14:46Z,p,
2196,nassim fafa,http://www.youtube.com/channel/UCQHC9bO966zcf_KzqjPQCcg,كي تغسلي وجهك وتلبسي لباس محتشم ومحترم ومتحجبة اكيد وانا متاكدة راه تلقاي الاحترام في اعين الناس مهما كانو خاطرش كاين الدين في قلوب الناس دينا يحدثنا هاك ولي موافقني الراي يدر,0,2020-10-22T20:13:04Z,n,
2197,Imad Laouafi,http://www.youtube.com/channel/UCWTF2zKI-ZkJL5Tc1TuxU6g,كي دوري نتي ثان نكحلو عليك,0,2020-10-22T20:08:59Z,p,
2198,Youzem Yazad,http://www.youtube.com/channel/UCNcfGv04scmkHdYNDfG7ZWg,نستعرف بيك يا مونية,0,2020-10-22T20:08:44Z,n,
2199,sifaoui youcef,http://www.youtube.com/channel/UCdXWRfo5MowMSRuLVdalpdA,راها تهدر على بعض مجملتش الناس وتهدر على المرحومة شيماء ربي يرحمها واش راه صاري عندنا هاذا مكان,0,2020-10-22T21:40:38Z,n,
2200,Chihab Hamid,http://www.youtube.com/channel/UCxd6Q-ligjH10NyYpuAVFtA,الي مخلطش روحوا مع القورشالا ماينقبوه الجاج يا,0,2020-10-22T20:01:17Z,n,
2201,KriMø Mosta,http://www.youtube.com/channel/UC-OvYkMNmcfkF5jJNCN5hGQ,لهي في جبهتك لي درو فيها حرب عالمية1 منبعد لهي لرجال وبنات فميليا,0,2020-10-22T19:59:28Z,p,
2202,Dada Malek,http://www.youtube.com/channel/UCZsIhshJdCmmX0JkWs38jRg,عندها حق تبرد قلب يلي قاستو كلمة راهي عليه,1,2020-10-22T19:56:24Z,n,
2203,وزان رمضان,http://www.youtube.com/channel/UCD4cdTCNIHfJCFvEznGWiQw,يا انتي باينة شحال متربية ماشي انتوما واشباهك لي خليتوا بنات الجزاير امثال شيما و يكونوا ضحايا سواء بذنب او بدون ذنب جيتوا من لا شيى ودخلتوا بيوت الناس وخليتو بنات الناس يتمردوا على والديهم عاداتهم وتقاليدهم العالية الي فرنسا وبليس الملعون ومقدروش يخترقوها ويحطموها وجيتوا نتوما يا اشباه الممثلين والمنشطين وحطمتوها والله خنتوا ثقة الجزاىريين الله يرحمك يارياض بوفجي ونجية خثير ويرحمك يا وقت الابيض والاسود وقت الحرمة والقدر والحشمة,8,2020-10-22T19:55:47Z,p,
2204,Assia Maasmi,http://www.youtube.com/channel/UCV_EaxQypoK8HBvCoavYAZA,لابسة ومش لابسة كيما قال الممثل عادل امام واجي تقولك جيعانين ياو اسطرو رواحكم متلموش الراجل الرجال الي راكي تهدري فيهم مداوهاش فيك ومقيموكش خرجو السم الي فيك الله يهدي ما خلق,0,2020-10-22T19:53:00Z,p,
2205,Rahimo Mimo,http://www.youtube.com/channel/UC1ZVtFVtCHy0K_F9PxufxFw,جبهة نصليو فيها صلاة الجناعة,0,2020-10-22T19:40:13Z,p,
2206,Ananas Ananas,http://www.youtube.com/channel/UCUNKIdMMgW6AgKFJvCPO_9g,يا وحد الخاجة لوكان تنحي المكياج يشوفك الغول يقولك راني مشغول,0,2020-10-22T19:39:49Z,p,
2207,ÀkręM Dz,http://www.youtube.com/channel/UCbc48BrdopU-XzMbQapxOOQ,الله يذلك ماشي واحد برك قالك ذيك الهدرة ترد على كامل الجزايرين,0,2020-10-22T19:36:43Z,p,
2208,Tarik Gribi,http://www.youtube.com/channel/UCTtU5A8T4a71jG4FRhSSe0g,قادري روحك يالالا,0,2020-10-22T19:33:06Z,p,
2209,Islam Bensalem,http://www.youtube.com/channel/UC7CBgWQwIFoc80madrjIv0g,الجزاير خصها تخرجك من المجتمع,1,2020-10-22T19:11:44Z,n,
2210,kids at hoom,http://www.youtube.com/channel/UCTrFKPnkHuUmyiIPZCdtWGw,شادي,1,2020-10-22T18:50:58Z,p,
2211,So19 Lo88,http://www.youtube.com/channel/UC3JiL1b_l0P9-ZVTaeO7ubQ,شباب الجزاير يحبو بنت طيحلهم ويحبو رخس وبلعكس يزيدو يحلبوها ويشجعوها لانو عندنا الانثى في جزاير كما لمعيشة ويخسرك نورمال على خانزة كما هدي وراهي دور مزال الجزاير معندكم مديرولها لانو موصلتش الحكومة راهي تهدر على شبيبة برك وشبيبة مكانش بلا عقول راهم حاشا رجال لي بقاو فية قليلة,0,2020-10-22T18:39:53Z,p,
2212,Kenza Mostifa,http://www.youtube.com/channel/UCqlsWhDXEeTUNKb_GQIUChg,كلامها صح ورانا نشوفو فيه صح ياو متحجبات وماخلاوهمش في حالهم,0,2020-10-22T18:37:17Z,n,
2213,ملكة في بيت زوجي,http://www.youtube.com/channel/UCR1LWl-HO19r3BGjv0544BQ,كلامها صح ولكن غلطة لي عملتها هي كي جمعت كل رجال على اقل تقول حشا لي مايستهلو,4,2020-10-22T18:18:14Z,n,
2214,salma Dz,http://www.youtube.com/channel/UCzvKTGqsXJoSYoapsLmUSVQ,لي يحب الله تعييشو يا بني ادم الله يخليكم نشالله تدخلو الجنة اشتركو فقناتي الله يزين سعدكم تعيشو,1,2020-10-22T18:05:20Z,n,
2215,sifaoui youcef,http://www.youtube.com/channel/UCdXWRfo5MowMSRuLVdalpdA,وراها قناتك اخت منعرفهاش,0,2020-10-24T12:31:46Z,n,
